,Price,Year,Mileage,City,State,Vin,Make,Model
282318,18900,2012,46848,Jackson, AL,1FTMF1EF2CFC17246,Ford,F-1504WD
282349,5595,2002,111377,Stratford, CT,1FTRX18W72NB17680,Ford,F-1504WD
282409,10495,2005,78387,Harvey, IL,1FTRW14W35KC32422,Ford,F-1504WD
282469,10995,2008,98391,Jersey City, NJ,1FTRF14W58KF07633,Ford,F-1504WD
282511,18991,2014,68970,Littleton, CO,1FTMF1EM8EKE59631,Ford,F-1504WD
282543,13765,2005,49323,Ogden, UT,1FTRF14505NB60374,Ford,F-1504WD
282577,20483,2014,45972,Imlay City, MI,1FTMF1EM1EFC44679,Ford,F-1504WD
282590,15994,2010,61792,Radcliff, KY,1FTFX1EVXAFA19119,Ford,F-1504WD
282614,7728,2005,135072,Fargo, ND,1FTPX04525KB82067,Ford,F-1504WD
282695,16500,2012,67410,New Castle, PA,1FTNF1EF3CKE38138,Ford,F-1504WD
282707,12366,2008,79327,LaBelle, FL,1FTPX14518FB77638,Ford,F-1504WD
282709,8999,2005,100654,Emmaus, PA,1FTPW14575KE95933,Ford,F-1504WD
282714,11299,2008,95726,West Bridgewater, MA,1FTPW14578FA34440,Ford,F-1504WD
282801,12995,2011,101400,Naugatuck, CT,1FTFX1EF5BKD76970,Ford,F-1504WD
282810,18495,2014,79561,Coon Rapids, MN,1FTFX1EF0EKE22368,Ford,F-1504WD
282815,3699,2000,125128,Stroudsburg, PA,1FTRX18L8YNB68135,Ford,F-1504WD
282879,17700,2014,75749,Arlington, TX,1FTMF1EM5EKE59666,Ford,F-1504WD
282896,18997,2010,46553,Anchorage, AK,1FTFW1E86AFC55392,Ford,F-1504WD
282985,7795,2005,128626,Nicholasville, KY,1FTRF14W25KC63273,Ford,F-1504WD
283099,17900,2014,69271,Waterford, MI,1FTNF1EF6EKD22130,Ford,F-1504WD
283163,11995,2007,80447,Rochester, NY,1FTPX14V07FA31374,Ford,F-1504WD
283353,20998,2010,18663,Niantic, CT,1FTFX1EV9AKE03822,Ford,F-1504WD
283384,6899,2004,129486,Boardman, OH,1FTPX14594NA82292,Ford,F-1504WD
283396,6970,2002,100263,Bedford, OH,1FTRW08692KE10754,Ford,F-1504WD
283468,12990,2005,52366,Ansonia, CT,1FTRF04W15KB47881,Ford,F-1504WD
283477,7410,2002,106433,St Cloud, MN,1FTRW08L72KC13605,Ford,F-1504WD
283570,9998,2006,97407,Jamaica, NY,1FTPX14V16FA79335,Ford,F-1504WD
283585,4995,2005,149145,Ridgewood, NY,1FTRX14WX5NA04834,Ford,F-1504WD
283653,10975,2007,99584,WINTER HAVEN, FL,1FTRF04W97KC10485,Ford,F-1504WD
283743,11999,2006,74078,Circleville, OH,1FTVX14566NB60330,Ford,F-1504WD
283759,14995,2008,78104,Boise, ID,1FTPX14V68FC20046,Ford,F-1504WD
283775,10496,2003,66486,Ansonia, CT,1FTRX18W63NB24539,Ford,F-1504WD
283835,24983,2016,13848,Imlay City, MI,1FTMF1E81GKD97740,Ford,F-1504WD
283876,9999,2005,111689,Austin, TX,1FTRX14W55FB66445,Ford,F-1504WD
283933,16998,2012,66260,Concord, CA,1FTMF1EMXCKD25720,Ford,F-1504WD
284089,6988,2005,133876,New Braunfels, TX,1FTPW145X5KE50825,Ford,F-1504WD
284139,13300,2006,76707,Blair, NE,1FTPW14VX6FB20449,Ford,F-1504WD
284150,16991,2014,91737,South Haven, MI,1FTEX1EM5EKG12306,Ford,F-1504WD
284158,12888,2005,58977,Bennington, VT,1FTRF14W35KC56980,Ford,F-1504WD
284192,7989,2001,94797,Plattsmouth, NE,1FTRX18L51NB66784,Ford,F-1504WD
284194,13977,2010,86596,Stafford, VA,1FTEX1E85AFA99984,Ford,F-1504WD
284288,7500,2002,104795,Cedar Falls, IA,2FTRX18L12CA74918,Ford,F-1504WD
284297,8600,2007,127520,Pinconning, MI,1FTPX14V87FB24739,Ford,F-1504WD
284371,25370,2016,11518,Johnstown, OH,1FTMF1EP2GKF16080,Ford,F-1504WD
284387,25688,2016,16893,Ft Walton Beach, FL,1FTMF1E82GFC56054,Ford,F-1504WD
284403,5995,2007,157745,Ridgewood, NY,1FTRX14W67NA63060,Ford,F-1504WD
284481,13675,2010,91393,Keller, TX,1FTMF1EW3AFC54433,Ford,F-1504WD
284545,10950,2004,72866,Newark, NJ,1FTRF04544KA01206,Ford,F-1504WD
284581,12000,2006,77573,Fishers, IN,1FTPX14506FA70044,Ford,F-1504WD
284613,11999,2008,94894,Florence, KY,1FTPX14V98FA51530,Ford,F-1504WD
284649,9750,2003,89237,Omaha, NE,1FTRX18W73NA48801,Ford,F-1504WD
284668,11288,2008,133107,Norwich, CT,1FTPX145X8FA34431,Ford,F-1504WD
284717,6995,2004,121108,South Amboy, NJ,1FTRF14W34NB31359,Ford,F-1504WD
284791,12495,2008,99365,Southfield, MI,1FTPX14V28FB99082,Ford,F-1504WD
284797,19995,2012,49179,Nicholasville, KY,1FTMF1EFXCFC73547,Ford,F-1504WD
284810,14899,2010,79374,Pinconning, MI,1FTEX1E84AFA34057,Ford,F-1504WD
284834,13812,2012,127453,Las Vegas, NV,1FTMF1EF9CFC32861,Ford,F-1504WD
284854,14699,2008,65937,Taylorsville, IN,1FTPX14V58FA53906,Ford,F-1504WD
284895,9550,2006,127211,Temple, TX,1FTRX14W06FB64409,Ford,F-1504WD
284905,6495,2002,110692,Pompano Beach, FL,2FTRF18W42CA61299,Ford,F-1504WD
284976,12487,2006,73172,Hamilton Square, NJ,1FTPX14536NB47625,Ford,F-1504WD
285000,17995,2012,64557,Rochester, NY,1FTEX1EM6CFA64760,Ford,F-1504WD
285045,8995,2006,115613,Dumfries, VA,1FTRX14W66NA74574,Ford,F-1504WD
285060,12899,2007,77255,Laurel, MD,1FTRX14W97NA62856,Ford,F-1504WD
285123,9999,2009,129646,Waco, TX,1FTRF14W39KC00110,Ford,F-1504WD
285143,8500,2001,79000,Morristown, NJ,2FTZF18271CA68758,Ford,F-1504WD
285147,8200,2004,118254,Flemingsburg, KY,1FTPX14504NA44613,Ford,F-1504WD
285167,19700,2010,36212,Hazelwood, MO,1FTFX1EVXAFD21560,Ford,F-1504WD
285189,7000,2001,107072,Fairless Hills, PA,1FTRX18L21NB92226,Ford,F-1504WD
285190,17500,2008,58019,Brookfield, WI,1FTRW14W28FC26284,Ford,F-1504WD
285292,12422,2008,102388,Lake City, IA,1FTRX14WX8KD13287,Ford,F-1504WD
285336,10900,2009,119679,Bronx, NY,1FTRF04W59KB36839,Ford,F-1504WD
285362,14400,2011,94839,Alpharetta, GA,1FTMF1EM0BKD68882,Ford,F-1504WD
285379,9584,2005,108359,Johnson City, TN,1FTRF14WX5NB88742,Ford,F-1504WD
285387,16200,2008,54339,Ravenna, OH,1FTPX14V38FB91136,Ford,F-1504WD
285405,9495,2005,110778,Paramus, NJ,1FTPX14565NA80128,Ford,F-1504WD
285423,11700,2006,84593,Batavia, NY,1FTPX14506NB59778,Ford,F-1504WD
285453,24984,2014,8514,Warrenton, VA,1FTEX1EM3EFC01527,Ford,F-1504WD
285464,18798,2011,51220,Woburn, MA,1FTEX1EM4BFB36408,Ford,F-1504WD
285465,9999,2006,105259,Columbus, OH,1FTRX14W66NA92332,Ford,F-1504WD
285485,22000,2014,57438,Denver, CO,1FTNF1EF9EKD86291,Ford,F-1504WD
285492,11900,2011,125467,Fredericksburg, VA,1FTNF1EFXBKD51433,Ford,F-1504WD
285493,23988,2014,21158,Manassas, VA,1FTMF1EM5EKF70072,Ford,F-1504WD
285589,7872,2002,109513,Olathe, KS,1FTRX18L32NA45673,Ford,F-1504WD
285628,16701,2009,73516,Fargo, ND,1FTPX14VX9FA46788,Ford,F-1504WD
285653,7999,2006,130048,Circleville, OH,1FTPX14526FA36591,Ford,F-1504WD
285698,15995,2007,42558,Honolulu, HI,1FTPW14VX7KC70182,Ford,F-1504WD
285721,15828,2008,68126,Auburn, MA,1FTRX04W28KE85193,Ford,F-1504WD
285727,15988,2012,95557,Satillo, MS,1FTFX1EF7CKD83565,Ford,F-1504WD
285785,12500,2006,76329,Elmhurst, NY,1FTPX14526FA92059,Ford,F-1504WD
285790,14950,2011,89850,Kansas City, MO,1FTFX1EF6BKD00514,Ford,F-1504WD
285830,10641,2006,98874,Hollywood, FL,1FTPX14566NB37025,Ford,F-1504WD
285855,6695,2007,155086,Ridgewood, NY,1FTRX14W77NA88324,Ford,F-1504WD
285929,15995,2010,69133,Manassas, VA,1FTEX1EW5AFA71729,Ford,F-1504WD
285978,25696,2016,14026,Wheaton, MD,1FTMF1EP3GKE09068,Ford,F-1504WD
286043,15995,2006,45010,Sheridan, WY,1FTPX14V16FB16707,Ford,F-1504WD
286079,7000,2004,125355,Athens, OH,1FTPW14574KD29202,Ford,F-1504WD
286082,11258,2006,108227,Tacoma, WA,1FTPX04536KB03412,Ford,F-1504WD
286083,12845,2005,75783,West Valley, UT,1FTPX14535FB27934,Ford,F-1504WD
286090,6993,2005,145000,Belleville, WI,1FTPX14555FA89610,Ford,F-1504WD
286091,12448,2006,104542,N. Bellevue, NE,1FTPW14V86KD14906,Ford,F-1504WD
286124,13999,2010,108611,Olathe, KS,1FTMF1EW1AKE20195,Ford,F-1504WD
286148,26499,2016,4913,Groton, CT,1FTMF1E82GFD46479,Ford,F-1504WD
286155,9995,2006,107889,Monroe, MI,1FTPW14516KC88696,Ford,F-1504WD
286164,11990,2008,114638,Brooklyn Park, MN,1FTPX14V08FC33486,Ford,F-1504WD
286186,16999,2009,59319,Hickory, NC,1FTRF14W49KB43495,Ford,F-1504WD
286199,4980,2002,138507,Hibbing, MN,1FTRX18W82NA68604,Ford,F-1504WD
286247,10995,2009,122044,Hillsdale, MI,1FTRX148X9FA30934,Ford,F-1504WD
286271,4995,2003,142792,Harvey, IL,1FTRX18L53NB94037,Ford,F-1504WD
286280,15000,2008,75163,Fairfield, Oh,1FTPX14VX8FC24374,Ford,F-1504WD
286348,8495,2006,126750,Akron, OH,1FTPX14526NB17421,Ford,F-1504WD
286355,5550,2002,127847,Swannanoa, NC,1FTRF18W12NA66244,Ford,F-1504WD
286387,25981,2016,12122,North Canton, OH,1FTMF1E87GKF93018,Ford,F-1504WD
286389,19451,2010,54000,Fargo, ND,1FTFX1EV8AKE55202,Ford,F-1504WD
286393,19988,2014,74645,Springfield, VA,1FTEX1EM2EFB38422,Ford,F-1504WD
286405,10000,2004,101450,Ronan, MT,1FTPW14534KC78913,Ford,F-1504WD
286423,8995,2005,112392,Uniontown, PA,1FTPX14545NA24978,Ford,F-1504WD
286439,9999,2005,100358,Escondido, CA,1FTPX14595FA51703,Ford,F-1504WD
286451,17900,2012,72319,Gastonia, NC,1FTMF1EFXCFC88307,Ford,F-1504WD
286480,10995,2008,114337,Akron, OH,1FTRW14W88FB78192,Ford,F-1504WD
286514,14000,2006,84967,Spokane, WA,1FTPX14V16KC19133,Ford,F-1504WD
286578,20800,2011,46126,Leesburg, VA,1FTFX1EF9BFB07010,Ford,F-1504WD
286587,7995,2005,135639,Crete, NE,1FTPX04585KC08669,Ford,F-1504WD
286673,15995,2011,91256,Crete, NE,1FTNF1ET0BKE17123,Ford,F-1504WD
286704,13995,2009,87694,Somerset, MA,1FTRF14W69KA70887,Ford,F-1504WD
286730,24996,2016,29230,Wake Forest, NC,1FTMF1E82GKD37532,Ford,F-1504WD
286755,11998,2007,103389,Apache Junction, AZ,1FTPX14V17FB05014,Ford,F-1504WD
286826,11999,2008,133069,Boise, ID,1FTPX14V48KD34781,Ford,F-1504WD
286863,23999,2015,19449,Chicago, IL,1FTEX1EP8FKF20621,Ford,F-1504WD
286868,9950,2005,102651,Columbus, OH,1FTPX14585NA34316,Ford,F-1504WD
286881,15492,2010,76280,Lake Park, FL,1FTEX1EW2AFB11183,Ford,F-1504WD
286889,11995,2010,121120,Bethany, OK,1FTEW1E80AFA02970,Ford,F-1504WD
286905,8995,2005,120886,Butte, MT,1FTPX14595KC36471,Ford,F-1504WD
286906,7990,2008,152251,Dallas, TX,1FTPX14598FA04689,Ford,F-1504WD
286938,21000,2012,43108,Lexington, KY,1FTFX1ET9CKD53232,Ford,F-1504WD
286939,7988,1999,94770,Virginia Beach, VA,1FTRX18WXXKA86000,Ford,F-1504WD
286988,23999,2014,28241,Spokane, WA,1FTMF1EM1EFC44262,Ford,F-1504WD
287020,15995,2010,77251,Torrington, CT,1FTNF1EV9AKE12695,Ford,F-1504WD
287047,23998,2014,21987,Peoria, AZ,1FTEX1EM8EFC53137,Ford,F-1504WD
287056,13985,2007,80063,Rochester, NY,1FTPX14V77FB62267,Ford,F-1504WD
287075,11017,2004,102532,Easton, PA,1FTRX14W74NC46513,Ford,F-1504WD
287079,8999,2006,123556,Spokane, WA,1FTRX14WX6NB60616,Ford,F-1504WD
287116,7900,2007,145542,Garfield, NJ,1FTVF14527NA34096,Ford,F-1504WD
287212,7900,2002,116444,Republic, MO,1FTRF18W02NA15771,Ford,F-1504WD
287229,14819,2009,89679,Dallas, TX,1FTRF14829KB66422,Ford,F-1504WD
287255,13998,2006,69732,Paramus, NJ,1FTPX14596NB08831,Ford,F-1504WD
287282,17998,2011,58940,Concord, CA,1FTEX1EM4BFB45366,Ford,F-1504WD
287294,10585,2004,95808,Adamsburg, PA,1FTRF14WX4NB16616,Ford,F-1504WD
287296,13893,2010,103193,Gainesville, GA,1FTFX1EVXAFD81578,Ford,F-1504WD
287324,22599,2014,57377,Denver, CO,1FTFX1EF7EFA26236,Ford,F-1504WD
287326,8675,2005,129645,Shakopee, MN,1FTPX14525NA86282,Ford,F-1504WD
287327,13399,2010,107976,Hillsdale, MI,1FTEW1E8XAFA05195,Ford,F-1504WD
287347,25412,2016,12926,Grand Island, NY,1FTMF1E86GKD35315,Ford,F-1504WD
287368,13404,2004,83884,Whitefish, MT,1FTPX14574NA13083,Ford,F-1504WD
287402,10400,2007,126638,Sterling Heights, MI,1FTPX14V57FA83700,Ford,F-1504WD
287413,14900,2014,122580,Lubbock, TX,1FTFX1EF5EKD68923,Ford,F-1504WD
287420,10821,2009,126816,Findlay, OH,1FTRF14W29KC74750,Ford,F-1504WD
287429,10732,2005,94670,Fort Walton, FL,1FTPX14575NA08094,Ford,F-1504WD
287446,14968,2010,102336,Irwin, PA,1FTFX1EV0AFC83157,Ford,F-1504WD
287523,10999,2007,125536,Littleton, CO,1FTRX14W77FA22429,Ford,F-1504WD
287567,10950,2009,127686,anchorage, AK,1FTRX14W89KC90366,Ford,F-1504WD
287589,10995,2005,92824,Spring City, PA,1FTRX14W45FB27121,Ford,F-1504WD
287600,8950,2005,117488,Levittown, PA,1FTPX145X5FA70194,Ford,F-1504WD
287628,23996,2014,17001,South Portland, ME,1FTEX1EM4EFD02026,Ford,F-1504WD
287664,16741,2008,49702,Murrysville, PA,1FTPX14V08FA01714,Ford,F-1504WD
287666,8499,2004,114566,Strasburg, PA,1FTRF14W44NB02761,Ford,F-1504WD
287680,18000,2010,61622,Conway, NH,1FTEX1EW9AFA68381,Ford,F-1504WD
287693,7992,2005,129357,Fredericksburg, VA,1FTVX14585NA49311,Ford,F-1504WD
287724,6989,2005,141541,Cleveland, OH,1FTPX14535FA62986,Ford,F-1504WD
287751,25887,2015,23669,Branson, MO,1FTMF1E82FFA39537,Ford,F-1504WD
287752,16995,2011,95631,Boise, ID,1FTFX1EF1BFC67902,Ford,F-1504WD
287771,8895,2005,118825,BRODHEADSVILLE, PA,1FTRF14W25NA93009,Ford,F-1504WD
287794,7950,2005,130311,Pensacola, FL,1FTRX14W05FA53275,Ford,F-1504WD
287822,15353,2009,101909,Panama City, FL,1FTPX14V19FA11623,Ford,F-1504WD
287825,21500,2010,24218,Norwood, MA,1FTFX1EV7AFC33064,Ford,F-1504WD
287866,16993,2008,61806,Nashville, TN,1FTPX14VX8FA34316,Ford,F-1504WD
287895,16500,2011,89131,Monroe, WI,1FTEX1EM0BFA79348,Ford,F-1504WD
287909,12990,2008,105645,Brick Town, NJ,1FTPX04578KD94726,Ford,F-1504WD
287913,12795,2007,91725,New Castle, PA,1FTPX14V07FA83961,Ford,F-1504WD
287932,13750,2008,86757,Richmond, VA,1FTRX14W18FB17408,Ford,F-1504WD
287979,8494,2005,124385,Fairfield, OH,1FTPX14555NA70299,Ford,F-1504WD
288001,10357,2006,136050,Amarillo, TX,1FTPX14536NA46794,Ford,F-1504WD
288009,19900,2010,44182,Redford, MI,1FTEX1E83AFD31790,Ford,F-1504WD
288047,12358,2007,95309,Oakfield, NY,1FTPX14507FA51401,Ford,F-1504WD
288066,25974,2015,15733,Cincinnati, OH,1FTEX1EP1FFB05827,Ford,F-1504WD
288076,26948,2016,241,Maitland, FL,1FTEX1E82GKF86334,Ford,F-1504WD
288092,12995,2007,98414,Crete, NE,1FTPX14V57NA58463,Ford,F-1504WD
288114,10995,2008,142035,Kenosha, WI,1FTPW14V28FA65630,Ford,F-1504WD
288121,11000,2006,113204,Canby, OR,1FTPX14V26FA82423,Ford,F-1504WD
288122,19950,2014,69085,Albuquerque, NM,1FTEX1EM0EKE59852,Ford,F-1504WD
288135,23999,2014,15677,Miami, FL,1FTMF1ET7EFB01050,Ford,F-1504WD
288150,10995,2006,103533,Woodinville, WA,1FTPX14576FB53647,Ford,F-1504WD
288156,21988,2014,59608,Tacoma, WA,1FTPF1EF3EKF00035,Ford,F-1504WD
288182,15995,2005,64300,Kahului, HI,1FTPX14515NA32598,Ford,F-1504WD
288186,16295,2007,48436,Charleston, SC,1FTRX14W27FA03481,Ford,F-1504WD
288203,21036,2012,48672,Strongsville, OH,1FTFX1EF6CFA93441,Ford,F-1504WD
288204,26988,2016,258,Maitland, FL,1FTEX1E84GKF86335,Ford,F-1504WD
288209,9737,2004,117106,Albuquerque, NM,1FTRF04W34KC41226,Ford,F-1504WD
288251,8900,2006,139194,Sterling Heights, MI,1FTPX14V56FB73993,Ford,F-1504WD
288282,22000,2014,50062,Evans, GA,1FTMF1EF8EFB29756,Ford,F-1504WD
288302,21500,2014,50671,Crystal Lake, IL,1FTMF1EM0EKG22241,Ford,F-1504WD
288308,17000,2008,75962,Brookfield, WI,1FTPW14578FA15287,Ford,F-1504WD
288313,21000,2011,35829,Sheboygan, WI,1FTVX1EF8BKD06777,Ford,F-1504WD
288345,11444,2008,130748,Downers Grove, IL,1FTRX14WX8FB23577,Ford,F-1504WD
288349,14185,2007,74421,Carrollton, TX,1FTRW14W27KC73465,Ford,F-1504WD
288368,14495,2009,87952,Woodbridge Township, NJ,1FTRX14839KB59265,Ford,F-1504WD
288391,27000,2016,22198,Des Moines, IA,1FTNF1EG1GKD57993,Ford,F-1504WD
288394,25500,2014,25805,Sarasota, FL,1FTFX1EF2EKD31733,Ford,F-1504WD
288396,14990,2007,64879,Ansonia, CT,1FTRF14WX7NA46037,Ford,F-1504WD
288420,26999,2016,7576,Gower, MO,1FTFX1EFXGFB93869,Ford,F-1504WD
288437,13577,2006,89382,Hoffman Estates, IL,1FTPW14536KB04715,Ford,F-1504WD
288440,15900,2014,114291,Paterson, NJ,1FTFX1EF6EFA56604,Ford,F-1504WD
288462,12450,2011,139942,Freeport, IL,1FTEX1EM8BFD04471,Ford,F-1504WD
288463,25987,2016,4497,Chiefland, FL,1FTMF1E85GFB86226,Ford,F-1504WD
288535,8999,2003,132625,Grimes, IA,1FTRW08L83KD45452,Ford,F-1504WD
288594,4950,1997,100557,Milaca, MN,1FTDF18W7VKD45780,Ford,F-1504WD
288595,9984,2006,132319,Warrenton, VA,1FTPX14516KB93472,Ford,F-1504WD
288596,27994,2016,6632,Grapevine, TX,1FTMF1EP2GKD43032,Ford,F-1504WD
288610,20599,2012,41159,Bedford, OH,1FTFX1ET4CFA77552,Ford,F-1504WD
288613,12566,2008,107822,Georgetown, TX,1FTRX14W88FB62264,Ford,F-1504WD
288638,16343,2008,79826,Olympia, WA,1FTPX14V18FB64923,Ford,F-1504WD
288639,10995,2010,144006,Bel Air, MD,1FTVX1EV8AKA19204,Ford,F-1504WD
288645,13495,2008,92408,Wakefield, MA,1FTPX14568FB56705,Ford,F-1504WD
288666,16726,2010,70781,Chantilly, VA,1FTEX1E81AFB92758,Ford,F-1504WD
288695,26815,2016,9707,Pembroke Pines, FL,1FTMF1EP9GFB64513,Ford,F-1504WD
288707,13995,2005,60800,Grove City, OH,1FTPX14515NA58523,Ford,F-1504WD
288737,26984,2016,14528,Bloomington, MN,1FTMF1EPXGKD39309,Ford,F-1504WD
288868,5995,2003,151232,Crete, NE,1FTRX18L23NB20901,Ford,F-1504WD
288875,16950,2009,60342,Fort Gratiot, MI,1FTRX14849FB44136,Ford,F-1504WD
288887,27208,2016,188,Maitland, FL,1FTEX1E80GKF86333,Ford,F-1504WD
288891,6000,2006,170571,Marlette, MI,1FTPX14556NB49618,Ford,F-1504WD
288934,13500,2006,100037,Leavenworth, KS,1FTPW14VX6FA94841,Ford,F-1504WD
288941,8500,2003,117633,Cincinnati, OH,2FTRX08L83CA02917,Ford,F-1504WD
288968,12592,2007,110327,Seattle, WA,1FTVX14557NA27222,Ford,F-1504WD
288974,27400,2016,12007,Wexford, PA,1FTMF1EP8GKD41737,Ford,F-1504WD
289021,12194,2005,83718,Fairbanks, AK,1FTRF14W15KC16235,Ford,F-1504WD
289056,11977,2007,103664,Cambridge, OH,1FTPX14V47FB67488,Ford,F-1504WD
289061,20400,2014,62441,Waterford, MI,1FTFX1EF9EFB52002,Ford,F-1504WD
289089,9948,2007,135889,Vancouver, WA,1FTPX14VX7FA73020,Ford,F-1504WD
289100,18999,2011,80738,Sierra Vista, AZ,1FTFX1EF0BFC31456,Ford,F-1504WD
289105,21985,2010,34344,Burton, OH,1FTFX1EV6AFD41983,Ford,F-1504WD
289146,12358,2006,100583,Florissant, MO,1FTPX14536FB07894,Ford,F-1504WD
289149,9900,2010,154769,Charlotte, NC,1FTFX1EV8AFB84666,Ford,F-1504WD
289160,14996,2011,112898,Lakewood, WA,1FTMF1EM5BKD69249,Ford,F-1504WD
289174,18553,2012,67888,Farmington, NY,1FTFX1EFXCKE30524,Ford,F-1504WD
289205,24900,2014,30569,Windsor, CO,1FTEX1EM8EFC03211,Ford,F-1504WD
289227,21098,2010,30061,Mechanicville, NY,1FTEX1E82AFB77007,Ford,F-1504WD
289236,19962,2012,67723,Blair, NE,1FTEX1EM9CKE06547,Ford,F-1504WD
289267,5800,2007,178816,Pennsauken, NJ,1FTPX14527FA32817,Ford,F-1504WD
289271,7589,2005,140080,Hollywood, FL,1FTPX14525NB97107,Ford,F-1504WD
289278,12900,2009,121338,Morehead, KY,1FTRX14W99FB41103,Ford,F-1504WD
289290,18124,2010,70992,Downers Grove, IL,1FTFX1EV2AFB32661,Ford,F-1504WD
289298,14423,2012,118056,Denton, TX,1FTFX1EF7CFC60826,Ford,F-1504WD
289313,5900,2003,147748,Hibbing, MN,1FTRX18W53NB74560,Ford,F-1504WD
289354,15500,2011,116822,Saco, ME,1FTEX1EM5BFC61997,Ford,F-1504WD
289374,16790,2010,86138,Brooklyn Park, MN,1FTEW1E83AFA15356,Ford,F-1504WD
289402,9999,2006,130702,Centerville, OH,1FTRX14W26FA74033,Ford,F-1504WD
289409,18995,2012,73237,Pullman, WA,1FTMF1EF3CFC60137,Ford,F-1504WD
289436,14500,2007,85235,Saline, MI,1FTPX14567FA53444,Ford,F-1504WD
289471,11995,2006,106148,Merrillville, IN,1FTPX14556NA29057,Ford,F-1504WD
289474,24997,2014,24095,Cincinnati, OH,1FTEX1EM8EFB58884,Ford,F-1504WD
289586,17854,2010,73284,East Greenwich, RI,1FTEX1E83AFA49455,Ford,F-1504WD
289625,10995,2010,143309,Wichita, KS,1FTEX1EW6AKB65948,Ford,F-1504WD
289626,11995,2008,114065,Somerville, MA,1FTRX14W18FC32428,Ford,F-1504WD
289634,16500,2010,83214,Hickory, NC,1FTMF1EW5AKA22083,Ford,F-1504WD
289650,5695,1998,104000,Morristown, NJ,2FTZX08W4WCA98673,Ford,F-1504WD
289659,9495,2008,144275,Buena Park, CA,1FTRX14W78FC07128,Ford,F-1504WD
289670,11995,2008,114206,Wayne, MI,1FTPX14V78FB05455,Ford,F-1504WD
289673,12795,2007,110022,Tulsa, OK,1FTPX14V87KD30571,Ford,F-1504WD
289692,12900,2006,86202,Carrollton, GA,1FTRX14WX6NB27759,Ford,F-1504WD
289698,9499,2003,101380,Sanford, NC,1FTRW08653KC62443,Ford,F-1504WD
289715,18000,2010,71338,Auburn, IN,1FTEX1E83AFA24040,Ford,F-1504WD
289720,12977,2007,93975,Cambridge, OH,1FTPX14V67KD14949,Ford,F-1504WD
289758,13888,2009,100308,High Point, NC,1FTPX14VX9KB67974,Ford,F-1504WD
289783,24758,2014,22325,Great Falls, MT,1FTFW1EF2EFA79901,Ford,F-1504WD
289790,20170,2014,76625,Kingston, NY,1FTMF1EF8EFA49678,Ford,F-1504WD
289813,13500,2007,88000,Topeka, KS,1FTRF04597KB56290,Ford,F-1504WD
289819,7999,2002,111270,Las Vegas, NV,1FTRX18L82NA87949,Ford,F-1504WD
289850,9950,2006,132072,Glendale, WI,1FTPX14V66KC99030,Ford,F-1504WD
289866,13495,2008,107408,Crete, NE,1FTPX14V38FB42258,Ford,F-1504WD
289867,10995,2008,126915,Plainville, CT,1FTPX14V08FB78831,Ford,F-1504WD
289875,9995,2006,121801,Chantilly, VA,1FTPX14566NA46627,Ford,F-1504WD
289895,15102,2008,87384,Missoula, MT,1FTPX14V58FA27502,Ford,F-1504WD
289933,10990,2007,118652,Norfolk, VA,1FTPW14V27FB05817,Ford,F-1504WD
289940,15883,2007,59748,Elkton, MD,1FTPX14V97KC72468,Ford,F-1504WD
289948,5950,2001,127797,Milaca, MN,2FTRX18L71CA50959,Ford,F-1504WD
289965,19664,2012,76523,Chantilly, VA,1FTFX1EF8CFD04445,Ford,F-1504WD
290033,20975,2011,42925,Shakopee, MN,1FTEX1EM5BFB98948,Ford,F-1504WD
290037,5500,2004,159278,Pennsauken, NJ,1FTPX14544NB79304,Ford,F-1504WD
290043,9598,2005,120052,Pinconning, MI,1FTPX04535KB55847,Ford,F-1504WD
290054,10950,2004,93721,West Bridgewater, MA,1FTRX14W64NB43163,Ford,F-1504WD
290057,10989,2008,128029,Southgate, MI,1FTPW14V08FC25455,Ford,F-1504WD
290069,14806,2008,95347,O'Fallon, IL,1FTPX14V68KD20428,Ford,F-1504WD
290074,8995,2009,160336,Nashville, TN,1FTRX14W69KC82542,Ford,F-1504WD
290084,13398,2005,93573,Marysville, WA,1FTVX14515NA39297,Ford,F-1504WD
290088,5795,2007,191567,Isanti, MN,1FTPX14V57FB30031,Ford,F-1504WD
290096,16500,2008,74619,Palatine, IL,1FTPX14V28FA69139,Ford,F-1504WD
290103,16479,2007,63192,Tampa, FL,1FTPW14V57FB18500,Ford,F-1504WD
290108,19816,2012,57465,Pinconning, MI,1FTFX1EF8CKD63003,Ford,F-1504WD
290128,12600,2009,117091,San Antonio, TX,1FTRF14W39KB50308,Ford,F-1504WD
290129,7123,2001,130198,Thornton, CO,1FTRX18W11NB72771,Ford,F-1504WD
290181,18995,2011,67279,Stoneham, MA,1FTEX1EM8BFB13259,Ford,F-1504WD
290214,14495,2010,107370,Novi, MI,1FTEX1EW4AFD63291,Ford,F-1504WD
290217,27000,2016,14000,Nicholasville, KY,1FTMF1EP1GFD16526,Ford,F-1504WD
290218,19850,2010,40193,Pinconning, MI,1FTFW1EV0AFD81740,Ford,F-1504WD
290219,6990,2005,159588,Oak Park Heights, MN,1FTPX14505FA19058,Ford,F-1504WD
290223,6995,2006,159099,Ridgewood, NY,1FTRX14W96FA41661,Ford,F-1504WD
290252,18483,2011,63838,Plano, TX,1FTFX1EF3BFC95264,Ford,F-1504WD
