,National,Local,Longmont
321648,33980.0,,
321651,30996.0,,
321657,30997.0,,
321661,24999.0,,
321664,27995.0,,
321667,18476.0,,
321669,25944.0,,
321671,31918.0,,
321674,25995.0,,
321676,35499.0,,
321680,31275.0,,
321697,33999.0,,
321700,30990.0,,
321701,32999.0,,
321703,33500.0,,
321711,31414.0,,
321712,33556.0,,
321714,21995.0,,
321715,27980.0,,
321723,32990.0,,
321724,31900.0,,
321730,34877.0,,
321732,32679.0,,
321733,29000.0,,
321734,31694.0,,
321735,34495.0,,
321748,32899.0,,
321751,28700.0,,
321752,31993.0,,
321753,30535.0,,
321754,33488.0,,
321755,32995.0,,
321756,26450.0,,
321757,7995.0,,
321761,25428.0,,
321762,22994.0,,
321766,27974.0,,
321768,33691.0,,
321769,32841.0,,
321770,33500.0,,
321772,27000.0,,
321775,32993.0,,
321777,33834.0,,
321778,34989.0,,
321779,33338.0,,
321780,34998.0,,
321783,31541.0,,
321785,32997.0,,
321787,35727.0,,
321794,8997.0,,
321809,33697.0,,
321811,28973.0,,
321813,29995.0,,
321814,32995.0,,
321817,27825.0,,
321819,32995.0,,
321820,24921.0,,
321825,32995.0,,
321837,35359.0,,
321838,35488.0,,
321839,34000.0,,
321840,35988.0,,
321844,13995.0,,
321845,32812.0,,
321847,32925.0,,
321857,31900.0,,
321862,32450.0,,
321865,32496.0,,
321866,36190.0,,
321867,22875.0,,
321869,26995.0,,
321871,34950.0,,
321874,33899.0,,
321875,30990.0,,
321883,32791.0,,
321890,35332.0,,
321891,27995.0,,
321894,32990.0,,
321898,32977.0,,
321902,34980.0,,
321904,32477.0,,
321905,34998.0,,
321906,28995.0,,
321914,31455.0,,
321916,31489.0,,
321917,32795.0,,
321919,30999.0,,
321923,31495.0,,
321925,31990.0,,
321926,32599.0,,
321930,34999.0,,
321938,33540.0,,
321939,26988.0,,
321940,35000.0,,
321941,29950.0,,
321946,31924.0,,
321950,34497.0,,
321954,27995.0,,
321960,31900.0,,
321962,27500.0,,
321965,30977.0,,
321969,35778.0,,
321977,33590.0,,
321978,36715.0,,
321983,32981.0,,
321986,32125.0,,
321988,34000.0,,
321994,36715.0,,
321995,30999.0,,
321998,27444.0,,
322002,34126.0,,
322003,27995.0,,
322008,29987.0,,
322011,34990.0,,
322023,36485.0,,
322027,24511.0,,
322028,33500.0,,
322029,35987.0,,
322036,22998.0,,
322038,33998.0,,
322039,9975.0,,
322040,33699.0,,
322048,33325.0,,
322049,34787.0,,
322055,30700.0,,
322058,31999.0,,
322059,32485.0,,
322061,33433.0,,
322064,34991.0,,
322070,35995.0,,
322074,33995.0,,
322075,35691.0,,
322077,33450.0,,
322078,34792.0,,
322079,27900.0,,
322083,22995.0,,
322084,22692.0,,
322089,32690.0,,
322097,24987.0,,
322099,33995.0,,
322102,33995.0,,
322104,30989.0,,
322106,29556.0,,
322114,28995.0,,
322117,35977.0,,
322120,6500.0,,
322129,27000.0,,
322135,32998.0,,
322136,24995.0,,
322137,21900.0,,
322138,29900.0,,
322142,32995.0,,
322146,28991.0,,
322148,31995.0,,
322150,34490.0,,
322154,21995.0,,
322158,29152.0,,
322161,23488.0,,
322166,33981.0,,
322170,29995.0,,
322172,32995.0,,
322174,36988.0,,
322175,35987.0,,
322182,25988.0,,
322183,28890.0,,
322185,30968.0,,
322186,32400.0,,
322187,34000.0,,
322193,23590.0,,
322194,33900.0,,
322205,32498.0,,
322210,11275.0,,
322212,35000.0,,
322216,30900.0,,
322221,21967.0,,
322222,32500.0,,
322223,31995.0,,
322224,34922.0,,
322225,23998.0,,
322227,22569.0,,
322228,35991.0,,
322235,26839.0,,
322236,33412.0,,
322238,35000.0,,
322244,31950.0,,
322246,26810.0,,
322262,31499.0,,
322263,24990.0,,
322265,24653.0,,
322269,25694.0,,
322274,36991.0,,
322276,35463.0,,
322277,34591.0,,
322279,32995.0,,
322285,8995.0,,
322286,22995.0,,
322289,17480.0,,
322292,34623.0,,
322294,33990.0,,
322297,32991.0,,
322300,19975.0,,
322304,29995.0,,
322309,33573.0,,
322318,35998.0,,
322319,6750.0,,
322321,34897.0,,
322322,34999.0,,
322334,32900.0,,
322351,36300.0,,
322354,9958.0,,
322361,16900.0,,
322368,28995.0,,
322370,33900.0,,
322371,32888.0,,
322377,33799.0,,
322378,33250.0,,
322385,32991.0,,
322387,32480.0,,
322388,26200.0,,
322393,34990.0,,
322395,33998.0,,
322396,25500.0,,
322402,29850.0,,
322407,33950.0,,
322411,33823.0,,
322416,29566.0,,
322417,29994.0,,
322422,4995.0,,
322424,27699.0,,
322429,31493.0,,
322431,34850.0,,
322434,28980.0,,
322438,26793.0,,
322441,30683.0,,
322443,30490.0,,
322445,33995.0,,
322448,35000.0,,
322454,34880.0,,
322461,34995.0,,
322462,17767.0,,
322465,33995.0,,
322475,32000.0,,
322476,29900.0,,
322481,23333.0,,
322488,35950.0,,
322490,32750.0,,
322492,32500.0,,
322499,34985.0,,
322504,25606.0,,
322508,31000.0,,
322509,30888.0,,
322511,30498.0,,
322512,32995.0,,
322520,29995.0,,
322521,33749.0,,
322522,30957.0,,
322525,35511.0,,
322526,32950.0,,
322528,31995.0,,
322531,27500.0,,
322535,33978.0,,
322539,33796.0,,
322541,28450.0,,
322551,32995.0,,
322552,34988.0,,
322557,25974.0,,
322565,26999.0,,
322567,34899.0,,
322573,29799.0,,
322575,34995.0,,
322577,33000.0,,
322578,30499.0,,
322581,33450.0,,
322585,27998.0,,
322588,31992.0,,
322591,27995.0,,
322603,31987.0,,
322611,33495.0,,
322616,30977.0,,
322617,35900.0,,
322619,29500.0,,
322620,34000.0,,
322623,32141.0,,
322625,22499.0,,
322629,30978.0,,
322634,24973.0,,
322636,32995.0,,
322638,28495.0,,
322642,34998.0,,
322643,32495.0,,
322644,29991.0,,
322649,28747.0,,
322650,31997.0,,
322653,33222.0,,
322659,32995.0,,
322660,35500.0,,
322663,26999.0,,
322665,15998.0,,
322671,31685.0,,
322675,33198.0,,
322680,26000.0,,
322681,32881.0,,
322685,33950.0,,
322689,25972.0,,
322690,35500.0,,
322692,21989.0,,
322694,32459.0,,
322697,35495.0,,
322699,27600.0,,
322706,34650.0,,
322707,23990.0,,
322708,32496.0,,
322709,29979.0,,
322710,33995.0,,
322713,32990.0,,
322719,30660.0,,
322724,20995.0,,
322730,26911.0,,
322738,25766.0,,
322741,33000.0,,
322742,23480.0,,
322743,33390.0,,
322749,28771.0,,
322755,34999.0,,
322757,33573.0,,
322763,34868.0,,
322767,33721.0,,
322769,32900.0,,
322770,11995.0,,
322773,32991.0,,
322774,32498.0,,
322780,34403.0,,
322782,23890.0,,
322789,31577.0,,
322792,35650.0,,
322794,26862.0,,
322797,34880.0,,
322802,34995.0,,
322806,35880.0,,
322808,25994.0,,
322809,32987.0,,
322810,34385.0,,
322813,32990.0,,
322814,23091.0,,
322819,34977.0,,
322820,33000.0,,
322821,34400.0,,
322830,31994.0,,
322833,22788.0,,
322834,31846.0,,
322835,7995.0,,
322837,31500.0,,
322839,27950.0,,
322841,35995.0,,
322851,34992.0,,
322853,31487.0,,
322857,29900.0,,
322858,27481.0,,
322861,33650.0,,
322862,31991.0,,
322863,11299.0,,
322865,19999.0,,
322867,32950.0,,
322871,21995.0,,
322872,30393.0,,
322878,28700.0,,
322879,33997.0,,
322885,34999.0,,
322888,18995.0,,
322892,33988.0,,
322893,27922.0,,
322895,34945.0,,
322896,31995.0,,
322901,26998.0,,
322906,33777.0,,
322915,32695.0,,
322919,31000.0,,
322921,36245.0,,
322931,31595.0,,
322932,35117.0,,
322935,31987.0,,
322939,32999.0,,
322947,31200.0,,
322954,35999.0,,
322966,31838.0,,
322969,16888.0,,
322976,34998.0,,
322982,32995.0,,
322987,12995.0,,
322990,30998.0,,
322992,35349.0,,
322993,4400.0,,
322994,30895.0,,
322995,32836.0,,
322998,35000.0,,
323001,32981.0,,
323002,36830.0,,
323004,33595.0,,
323006,35920.0,,
323010,31000.0,,
323022,25897.0,,
323023,34000.0,,
323028,33761.0,,
323031,22000.0,,
323033,34995.0,,
323034,36999.0,,
323035,36530.0,,
323036,35024.0,,
323037,31900.0,,
323040,35994.0,,
323041,34400.0,,
323046,32898.0,,
323047,26995.0,,
323050,33988.0,,
323059,34992.0,,
323062,31425.0,,
323069,33985.0,,
323074,26930.0,,
323075,33859.0,,
323077,34999.0,,
323084,35000.0,,
323085,31550.0,,
323091,34750.0,,
323097,32752.0,,
323100,35900.0,,
323103,35375.0,,
323104,31772.0,,
323107,34999.0,,
323110,35995.0,,
323115,35399.0,,
323116,36000.0,,
323119,33995.0,,
323120,35700.0,,
323121,35997.0,,
323122,31991.0,,
323126,28500.0,,
323128,35998.0,,
323136,32628.0,,
323137,32780.0,,
323138,30882.0,,
323142,32993.0,,
323150,34800.0,,
323155,31999.0,,
323163,30999.0,,
323165,30980.0,,
323169,28000.0,,
323171,31544.0,,
323172,34490.0,,
323178,35000.0,,
323179,33900.0,,
323183,33900.0,,
323188,29990.0,,
323190,29900.0,,
323191,26988.0,,
323194,33990.0,,
323208,26990.0,,
323213,30480.0,,
323214,30883.0,,
323216,26022.0,,
323218,14995.0,,
323223,29166.0,,
323224,34867.0,,
323228,25840.0,,
323240,12988.0,,
323246,29645.0,,
323251,32500.0,,
323252,26000.0,,
323255,33997.0,,
323257,30899.0,,
323259,34970.0,,
323266,34487.0,,
323268,31408.0,,
323269,31998.0,,
323273,25981.0,,
323274,35980.0,,
323282,8999.0,,
323285,36445.0,,
323291,34000.0,,
323294,32266.0,,
323299,21999.0,,
323307,34991.0,,
323309,32695.0,,
323310,29750.0,,
323325,24995.0,,
323328,33995.0,,
323331,28591.0,,
323336,28000.0,,
323341,33495.0,,
323342,34000.0,,
323344,26818.0,,
323345,33956.0,,
323348,33495.0,,
323350,31699.0,,
323352,34967.0,,
323354,27989.0,,
323356,31427.0,,
323357,33995.0,,
323359,27917.0,,
323362,32000.0,,
323366,32990.0,,
323368,36594.0,,
323369,33895.0,,
323370,34340.0,,
323375,29233.0,,
323380,32985.0,,
323400,32999.0,,
323401,32587.0,,
323405,36250.0,,
323407,33871.0,,
323410,32995.0,,
323415,34999.0,,
323418,32100.0,,
323419,27995.0,,
323420,34900.0,,
323425,32500.0,,
323426,34000.0,,
323427,32797.0,,
323434,3000.0,,
323437,24839.0,,
323445,35995.0,,
323447,29279.0,,
323454,31000.0,,
323462,36599.0,,
323465,25750.0,,
323471,29488.0,,
323474,35500.0,,
323477,31170.0,,
323478,29995.0,,
323480,36825.0,,
323487,33090.0,,
323491,34995.0,,
323492,34900.0,,
323494,35500.0,,
323496,35488.0,,
323499,28499.0,,
323506,32000.0,,
323509,36988.0,,
323512,33988.0,,
323515,29995.0,,
323517,31492.0,,
323520,34988.0,,
323521,34987.0,,
323525,32999.0,,
323530,9999.0,,
323535,24631.0,,
323538,29833.0,,
323540,28999.0,,
323546,25995.0,,
323550,35450.0,,
323553,31994.0,,
323557,25875.0,,
323558,33900.0,,
323566,34994.0,,
323567,28995.0,,
323568,25990.0,,
323570,35269.0,,
323575,25900.0,,
323580,30995.0,,
323587,19495.0,,
323588,32777.0,,
323596,35250.0,,
323600,32689.0,,
323601,32991.0,,
323602,28400.0,,
323607,35999.0,,
323620,25977.0,,
323632,33475.0,,
323633,15798.0,,
323637,33495.0,,
323645,34000.0,,
323646,32500.0,,
323654,19513.0,,
323655,24999.0,,
323657,26100.0,,
323661,28254.0,,
323662,28990.0,,
323664,31994.0,,
323668,22995.0,,
323672,33943.0,,
323675,37000.0,,
323676,34500.0,,
323678,24888.0,,
323680,36995.0,,
323685,34997.0,,
323686,37000.0,,
323687,34698.0,,
323692,37000.0,,
323699,34210.0,,
323703,31640.0,,
323704,33990.0,,
323707,34991.0,,
323710,35990.0,,
323713,34921.0,,
323722,35982.0,,
323726,32888.0,,
323727,28814.0,,
323728,27590.0,,
323732,28998.0,,
323738,33985.0,,
323739,34578.0,,
323745,34995.0,,
323747,34999.0,,
323752,32991.0,,
323756,34000.0,,
323758,34997.0,,
323761,32989.0,,
323764,32572.0,,
323770,31150.0,,
323774,35595.0,,
323781,36517.0,,
323784,23888.0,,
323788,27345.0,,
323790,31489.0,,
323791,33899.0,,
323793,26777.0,,
323795,33999.0,,
323798,25995.0,,
323800,30800.0,,
323804,34573.0,,
323805,33788.0,,
323817,23990.0,,
323819,9495.0,,
323820,33991.0,,
323821,32994.0,,
323825,29991.0,,
323831,28990.0,,
323835,29981.0,,
323840,30995.0,,
323849,35700.0,,
323854,28775.0,,
323859,36689.0,,
323862,34000.0,,
323868,23990.0,,
323870,35000.0,,
323871,34988.0,,
323873,31889.0,,
323877,32999.0,,
323878,31000.0,,
323879,32673.0,,
323880,32995.0,,
323888,20995.0,,
323893,31890.0,,
323894,27452.0,,
323897,35917.0,,
323898,16992.0,,
323899,26695.0,,
323900,35795.0,,
323901,30900.0,,
323902,6990.0,,
323904,33634.0,,
323908,27995.0,,
323911,30999.0,,
323912,13995.0,,
323913,35995.0,,
323914,35691.0,,
323915,30996.0,,
323916,28510.0,,
323920,30983.0,,
323923,13995.0,,
323924,35689.0,,
323927,33700.0,,
323931,31980.0,,
323934,35266.0,,
323938,33143.0,,
323940,34998.0,,
323945,29999.0,,
323950,35000.0,,
323952,36695.0,,
323959,25995.0,,
323963,34777.0,,
323964,24995.0,,
323967,33725.0,,
323968,31595.0,,
323970,34440.0,,
323971,34995.0,,
323974,33800.0,,
323986,29211.0,,
323997,22999.0,,
324001,33230.0,,
324005,25000.0,,
324006,33590.0,,
324019,31699.0,,
324026,27990.0,,
324028,34990.0,,
324029,34900.0,,
324034,34000.0,,
324035,11950.0,,
324037,32750.0,,
324043,35995.0,,
324046,32475.0,,
324056,36488.0,,
324061,36982.0,,
324062,15990.0,,
324063,33991.0,,
324073,34490.0,,
324074,33888.0,,
324075,32994.0,,
324079,28615.0,,
324083,14299.0,,
324086,26995.0,,
324090,27492.0,,
324092,30830.0,,
324097,36000.0,,
324098,36149.0,,
324100,29750.0,,
324101,29995.0,,
324102,35483.0,,
324103,34849.0,,
324106,26999.0,,
324111,31888.0,,
324115,34986.0,,
324120,25799.0,,
324123,32935.0,,
324124,26691.0,,
324129,33999.0,,
324133,23995.0,,
324135,33000.0,,
324140,32824.0,,
324148,27460.0,,
324151,33725.0,,
324153,34895.0,,
324154,20750.0,,
324156,31900.0,,
324159,36982.0,,
324161,31987.0,,
324166,34480.0,,
324167,21900.0,,
324171,29499.0,,
324176,34221.0,,
324177,36200.0,,
324179,29999.0,,
324181,33995.0,,
324182,31175.0,,
324183,14990.0,,
324192,27990.0,,
324193,34999.0,,
324197,35299.0,,
324198,34931.0,,
324201,35500.0,,
324209,34989.0,,
324211,36700.0,,
324218,33500.0,,
324228,21995.0,,
324235,27218.0,,
324239,28500.0,,
324241,32588.0,,
324251,34481.0,,
324252,32295.0,,
324255,34250.0,,
324256,36984.0,,
324270,27999.0,,
324274,20789.0,,
324275,30250.0,,
324276,32784.0,,
324280,32991.0,,
324282,35999.0,,
324288,34541.0,,
324290,35000.0,,
324292,25690.0,,
324294,33995.0,,
324296,30000.0,,
324298,26990.0,,
324304,34842.0,,
324306,35200.0,,
324309,30992.0,,
324311,31995.0,,
324313,19999.0,,
324314,31995.0,,
324317,33988.0,,
324319,37404.0,,
324325,34999.0,,
324326,34743.0,,
324327,33390.0,,
324331,32827.0,,
324332,34737.0,,
324338,32995.0,,
324342,24999.0,,
324345,35947.0,,
324347,34999.0,,
324359,34975.0,,
324365,32432.0,,
324366,32442.0,,
324367,35468.0,,
324368,25981.0,,
324370,33995.0,,
324373,30896.0,,
324376,32999.0,,
324382,27594.0,,
324390,33232.0,,
324392,36994.0,,
324393,34988.0,,
324395,33995.0,,
324398,32933.0,,
324399,34000.0,,
324400,31950.0,,
324401,34934.0,,
324403,33799.0,,
324406,31900.0,,
324408,31377.0,,
324410,32903.0,,
324413,33997.0,,
324415,34500.0,,
324418,36994.0,,
324419,34973.0,,
324423,31200.0,,
324424,34888.0,,
324425,34495.0,,
324427,36216.0,,
324428,34999.0,,
324434,33899.0,,
324435,31950.0,,
324439,26990.0,,
324441,33782.0,,
324446,33850.0,,
324458,33500.0,,
324461,35000.0,,
324470,32990.0,,
324473,28751.0,,
324475,32800.0,,
324476,36000.0,,
324477,21995.0,,
324478,36250.0,,
324480,23588.0,,
324481,35500.0,,
324482,24995.0,,
324483,35990.0,,
324495,33977.0,,
324496,24900.0,,
324497,35992.0,,
324499,27000.0,,
324501,35977.0,,
324504,33795.0,,
324505,31998.0,,
324506,34000.0,,
324508,34998.0,,
324514,19495.0,,
324516,13500.0,,
324531,19997.0,,
324535,28995.0,,
324538,30644.0,,
324539,35490.0,,
324540,34995.0,,
324541,19590.0,,
324544,33977.0,,
324546,35799.0,,
324550,35658.0,,
324552,31496.0,,
324556,33495.0,,
324560,12474.0,,
324563,27000.0,,
324564,33990.0,,
324568,33995.0,,
324569,35152.0,,
324570,33995.0,,
324571,33988.0,,
324572,36626.0,,
324581,30990.0,,
324586,34980.0,,
324592,35999.0,,
324595,29999.0,,
324596,24587.0,,
324597,29989.0,,
324602,33694.0,,
324603,14990.0,,
324617,35000.0,,
324620,35368.0,,
324622,27788.0,,
324626,34645.0,,
324627,36240.0,,
324628,34500.0,,
324632,32832.0,,
324634,32990.0,,
324635,31890.0,,
324636,33671.0,,
324639,26000.0,,
324643,32900.0,,
324647,24250.0,,
324653,34795.0,,
324656,34496.0,,
324657,35995.0,,
324660,33999.0,,
324663,34895.0,,
324664,32970.0,,
324666,29991.0,,
324667,34995.0,,
324674,29450.0,,
324681,30999.0,,
324683,32993.0,,
324684,34750.0,,
324685,33985.0,,
324687,32149.0,,
324688,37999.0,,
324689,34995.0,,
324705,34922.0,,
324709,34590.0,,
324714,32378.0,,
324719,30000.0,,
324721,25900.0,,
324723,32288.0,,
324725,4995.0,,
324732,33898.0,,
324734,35879.0,,
324737,34989.0,,
324747,24500.0,,
324749,29500.0,,
324752,34990.0,,
324763,29965.0,,
324768,29900.0,,
324769,33650.0,,
324772,34988.0,,
324775,32500.0,,
324778,31989.0,,
324779,34991.0,,
324780,35377.0,,
324781,37495.0,,
324782,31877.0,,
324783,32100.0,,
324788,36000.0,,
324791,34779.0,,
324800,34998.0,,
324808,21998.0,,
324811,35495.0,,
324815,33992.0,,
324818,32991.0,,
324819,19995.0,,
324820,32916.0,,
324821,12999.0,,
324822,32595.0,,
324825,31995.0,,
324831,36598.0,,
324832,33488.0,,
324836,30966.0,,
324844,34000.0,,
324848,35900.0,,
324849,35999.0,,
324853,35995.0,,
324856,35999.0,,
324865,29137.0,,
324867,34976.0,,
324870,32995.0,,
324872,33900.0,,
324880,31525.0,,
324881,32998.0,,
324882,30891.0,,
324883,33497.0,,
324887,30550.0,,
324888,23975.0,,
324889,36600.0,,
324894,36050.0,,
324896,31621.0,,
324898,32124.0,,
324899,33253.0,,
324902,34988.0,,
324904,31988.0,,
324910,31800.0,,
324913,10995.0,,
324914,28000.0,,
324917,29950.0,,
324919,36991.0,,
324920,35936.0,,
324923,34000.0,,
324925,34678.0,,
324926,27797.0,,
324929,32895.0,,
324934,33530.0,,
324942,26985.0,,
324944,35939.0,,
324951,35499.0,,
324953,26990.0,,
324957,35247.0,,
324961,36067.0,,
324962,36791.0,,
324964,28986.0,,
324966,36497.0,,
324969,35595.0,,
324970,33100.0,,
324975,34799.0,,
324976,34991.0,,
324979,29801.0,,
324981,31492.0,,
324989,34990.0,,
324995,31000.0,,
324998,35750.0,,
325002,33981.0,,
325005,35938.0,,
325013,36997.0,,
325018,23697.0,,
325022,32593.0,,
325023,34994.0,,
325024,32995.0,,
325030,34991.0,,
325031,12995.0,,
325033,31500.0,,
325039,5495.0,,
325045,32777.0,,
325047,33495.0,,
325049,32826.0,,
325051,33800.0,,
325053,34997.0,,
325055,33990.0,,
325064,31980.0,,
325065,33000.0,,
325067,26889.0,,
325073,34695.0,,
325075,26300.0,,
325076,35000.0,,
325079,33979.0,,
325083,34997.0,,
325092,35500.0,,
325094,34630.0,,
325097,36999.0,,
325100,28977.0,,
325107,28992.0,,
325109,34497.0,,
325114,31999.0,,
325120,14895.0,,
325128,34495.0,,
325131,35977.0,,
325139,34500.0,,
325142,32995.0,,
325144,23999.0,,
325149,32888.0,,
325152,29360.0,,
325154,33770.0,,
325160,26590.0,,
325166,35000.0,,
325172,6995.0,,
325173,26451.0,,
325174,14995.0,,
325175,29595.0,,
325176,37891.0,,
325180,27991.0,,
325186,32900.0,,
325187,26988.0,,
325191,34500.0,,
325196,33487.0,,
325198,33799.0,,
325203,29997.0,,
325206,31988.0,,
325208,36995.0,,
325209,34985.0,,
325224,36125.0,,
325227,32977.0,,
325231,35998.0,,
325232,31500.0,,
325234,35448.0,,
325237,35995.0,,
325245,34750.0,,
325251,34450.0,,
325254,10990.0,,
325257,29600.0,,
325258,32900.0,,
325264,31989.0,,
325278,36987.0,,
325281,31990.0,,
325285,34695.0,,
325288,32900.0,,
325290,35850.0,,
325296,34000.0,,
325298,36900.0,,
325304,36580.0,,
325308,34857.0,,
325309,29488.0,,
325310,35488.0,,
325316,34230.0,,
325317,30503.0,,
325320,34904.0,,
325324,23997.0,,
325328,34642.0,,
325329,32999.0,,
325332,24990.0,,
325334,32350.0,,
325337,31777.0,,
325338,33000.0,,
325340,33999.0,,
325341,35888.0,,
325346,37995.0,,
325350,33995.0,,
325351,30623.0,,
325353,31988.0,,
325358,37517.0,,
325362,32907.0,,
325365,35499.0,,
325372,35695.0,,
325375,33425.0,,
325378,35300.0,,
325380,34989.0,,
325386,36495.0,,
325387,34899.0,,
325389,16990.0,,
325392,35870.0,,
325395,28765.0,,
325402,34049.0,,
325403,35490.0,,
325408,34990.0,,
325410,36588.0,,
325411,30992.0,,
325418,31000.0,,
325419,34995.0,,
325420,34997.0,,
325421,15999.0,,
325424,34775.0,,
325431,31890.0,,
325432,25996.0,,
325435,33889.0,,
325437,26588.0,,
325439,26900.0,,
325450,28995.0,,
325454,35966.0,,
325460,34496.0,,
325462,29492.0,,
325468,35991.0,,
325469,22998.0,,
325472,35985.0,,
325478,34804.0,,
325483,32985.0,,
325484,22998.0,,
325486,32599.0,,
325488,29988.0,,
325489,36500.0,,
325490,31000.0,,
325492,30740.0,,
325493,32988.0,,
325505,33899.0,,
325507,32988.0,,
325519,35970.0,,
325531,34744.0,,
325533,35239.0,,
325539,29995.0,,
325541,30500.0,,
325558,32475.0,,
325559,29900.0,,
325560,35999.0,,
325565,31704.0,,
325567,27500.0,,
325568,34598.0,,
325570,34300.0,,
325573,35750.0,,
325574,34900.0,,
325595,25287.0,,
325596,29995.0,,
325597,36349.0,,
325601,30999.0,,
325602,26995.0,,
325604,26900.0,,
325608,36499.0,,
325609,32995.0,,
325610,17999.0,,
325623,23795.0,,
325625,32977.0,,
325626,35099.0,,
325631,32905.0,,
325635,33950.0,,
325636,34602.0,,
325638,30992.0,,
325641,36995.0,,
325653,35850.0,,
325660,32995.0,,
325662,34900.0,,
325664,33746.0,,
325665,32480.0,,
325670,33000.0,,
325678,38300.0,,
325679,34795.0,,
325680,34851.0,,
325681,12995.0,,
325682,33125.0,,
325684,33995.0,,
325689,32990.0,,
325690,31598.0,,
325694,32624.0,,
325695,35978.0,,
325700,36000.0,,
325706,8995.0,,
325710,31977.0,,
325712,35496.0,,
325714,35000.0,,
325716,24925.0,,
325721,34998.0,,
325723,36016.0,,
325728,26485.0,,
325729,28587.0,,
325736,28999.0,,
325741,35995.0,,
325743,34500.0,,
325746,25130.0,,
325747,14372.0,,
325749,35000.0,,
325750,34995.0,,
325751,35995.0,,
325754,35995.0,,
325755,34777.0,,
325760,35000.0,,
325770,33795.0,,
325772,34800.0,,
325773,34990.0,,
325783,34991.0,,
325789,33441.0,,
325794,33590.0,,
325795,32477.0,,
325796,34989.0,,
325797,37992.0,,
325799,35998.0,,
325806,30788.0,,
325808,35694.0,,
325812,33775.0,,
325814,35950.0,,
325823,35797.0,,
325824,34499.0,,
325835,24490.0,,
325836,28499.0,,
325837,32892.0,,
325844,29590.0,,
325850,32082.0,,
325854,33900.0,,
325856,26995.0,,
325857,33723.0,,
325859,29988.0,,
325860,34990.0,,
325867,34915.0,,
325872,35840.0,,
325876,33991.0,,
325877,32232.0,,
325879,33720.0,,
325889,34500.0,,
325892,33590.0,,
325896,33988.0,,
325897,35447.0,,
325901,28995.0,,
325904,34998.0,,
325905,25000.0,,
325908,36513.0,,
325909,34875.0,,
325919,33889.0,,
325929,33355.0,,
325937,29988.0,,
325939,13995.0,,
325941,35495.0,,
325942,32898.0,,
325946,30995.0,,
325951,34800.0,,
325952,36475.0,,
325954,30950.0,,
325962,36850.0,,
325963,36980.0,,
325967,33477.0,,
325972,35999.0,,
325974,35000.0,,
325977,29694.0,,
325981,26830.0,,
325982,33912.0,,
325999,34469.0,,
326000,30995.0,,
326004,35300.0,,
326005,23900.0,,
326014,35750.0,,
326016,35299.0,,
326017,33395.0,,
326018,28514.0,,
326019,35825.0,,
326021,32999.0,,
326032,33995.0,,
326034,33990.0,,
326038,32995.0,,
326040,35983.0,,
326046,33988.0,,
326055,26951.0,,
326062,35000.0,,
326068,33295.0,,
326070,34999.0,,
326079,37799.0,,
326080,33990.0,,
326081,36995.0,,
326083,33488.0,,
326084,32925.0,,
326088,33827.0,,
326094,32125.0,,
326095,31291.0,,
326099,35985.0,,
326100,24999.0,,
326106,33947.0,,
326110,30990.0,,
326112,33796.0,,
326117,31996.0,,
326120,32994.0,,
326124,35998.0,,
326139,33521.0,,
326145,34997.0,,
326148,35770.0,,
326151,33779.0,,
326166,34865.0,,
326169,37000.0,,
326172,36228.0,,
326181,30991.0,,
326183,29999.0,,
326184,34202.0,,
326190,28999.0,,
326191,24999.0,,
326193,35943.0,,
326199,33500.0,,
326205,35250.0,,
326206,31370.0,,
326210,34595.0,,
326213,32990.0,,
326215,34596.0,,
326218,35995.0,,
326223,33988.0,,
326228,34500.0,,
326231,33980.0,,
326233,35088.0,,
326236,9999.0,,
326240,36215.0,,
326241,20999.0,,
326242,26000.0,,
326244,26988.0,,
326249,32497.0,,
326250,33500.0,,
326251,36995.0,,
326252,13995.0,,
326254,36494.0,,
326262,33097.0,,
326265,38699.0,,
326270,34677.0,,
326272,25990.0,,
326273,28899.0,,
326276,36856.0,,
326278,36695.0,,
326279,34995.0,,
326281,28900.0,,
326285,27999.0,,
326288,32992.0,,
326293,35500.0,,
326299,26895.0,,
326302,33250.0,,
326304,24900.0,,
326307,22900.0,,
326311,32770.0,,
326314,29992.0,,
326323,35565.0,,
326328,34886.0,,
326329,37694.0,,
326339,33999.0,,
326340,30779.0,,
326341,36000.0,,
326346,32880.0,,
326347,34855.0,,
326352,35000.0,,
326353,31982.0,,
326355,35479.0,,
326358,36995.0,,
326359,31899.0,,
326363,25499.0,,
326365,34500.0,,
326367,31977.0,,
326369,33783.0,,
326371,30500.0,,
326378,37995.0,,
326381,34880.0,,
326387,34904.0,,
326393,36698.0,,
326394,29991.0,,
326400,34988.0,,
326405,32990.0,,
326407,23762.0,,
326409,37000.0,,
326415,35147.0,,
326417,29995.0,,
326425,32983.0,,
326427,36459.0,,
326428,35995.0,,
326430,36900.0,,
326432,33595.0,,
326436,32795.0,,
326438,33900.0,,
326450,17995.0,,
326451,37984.0,,
326454,32995.0,,
326456,29333.0,,
326459,35995.0,,
326461,30790.0,,
326463,36880.0,,
326468,37595.0,,
326473,23999.0,,
326477,33685.0,,
326480,33400.0,,
326484,34950.0,,
326486,37995.0,,
326487,9488.0,,
326488,30988.0,,
326489,35500.0,,
326493,35761.0,,
326495,37988.0,,
326496,32696.0,,
326497,35478.0,,
326501,34433.0,,
326506,34000.0,,
326508,35548.0,,
326509,32950.0,,
