,National,Local,Longmont
310209,29059.0,,
310211,30303.0,,
310212,30895.0,,
310213,18989.0,,
310218,23499.0,,
310232,30995.0,,
310234,24989.0,,
310236,19977.0,,
310237,26899.0,,
310241,29991.0,,
310248,20998.0,,
310251,27700.0,,
310255,7500.0,,
310263,24994.0,,
310264,29400.0,,
310265,26500.0,,
310268,30987.0,,
310269,21940.0,,
310272,32995.0,,
310278,20250.0,,
310284,9999.0,,
310303,32000.0,,
310305,25288.0,,
310308,25688.0,,
310313,28411.0,,
310315,25769.0,,
310317,28230.0,,
310325,28495.0,,
310326,19478.0,,
310331,20900.0,,
310332,27995.0,,
310340,27500.0,,
310343,31000.0,,
310352,30977.0,,
310353,28995.0,,
310356,30412.0,,
310360,26540.0,,
310366,30750.0,,
310367,21988.0,,
310386,30995.0,,
310392,18988.0,,
310394,29426.0,,
310400,33000.0,,
310404,32432.0,,
310413,28897.0,,
310416,28500.0,,
310418,19500.0,,
310420,28887.0,,
310422,24694.0,,
310423,15686.0,,
310427,22997.0,,
310430,12900.0,,
310435,24000.0,,
310441,27577.0,,
310464,8995.0,,
310471,15995.0,,
310473,29500.0,,
310476,27000.0,,
310480,26596.0,,
310484,28650.0,,
310485,25999.0,,
310486,32499.0,,
310490,22995.0,,
310495,23490.0,,
310498,27494.0,,
310499,19663.0,,
310501,26500.0,,
310503,26700.0,,
310504,23950.0,,
310505,19000.0,,
310509,25995.0,,
310511,27000.0,,
310513,31999.0,,
310520,17995.0,,
310524,30499.0,,
310527,28499.0,,
310537,21988.0,,
310540,30900.0,,
310541,33410.0,,
310545,25983.0,,
310549,27995.0,,
310554,29084.0,,
310558,31250.0,,
310560,29999.0,,
310563,27895.0,,
310564,28910.0,,
310566,31900.0,,
310572,26800.0,,
310573,28800.0,,
310578,25937.0,,
310582,27995.0,,
310583,31900.0,,
310586,30595.0,,
310587,28944.0,,
310597,29607.0,,
310598,30488.0,,
310600,28620.0,,
310605,29722.0,,
310609,29629.0,,
310614,25389.0,,
310617,22921.0,,
310618,29250.0,,
310619,29646.0,,
310622,18899.0,,
310624,28999.0,,
310633,16000.0,,
310642,22775.0,,
310644,16989.0,,
310645,29991.0,,
310648,30777.0,,
310649,33599.0,,
310650,18900.0,,
310655,25995.0,,
310660,12995.0,,
310664,31400.0,,
310665,18980.0,,
310666,32000.0,,
310669,18505.0,,
310670,28990.0,,
310671,20787.0,,
310672,15995.0,,
310677,29995.0,,
310680,30715.0,,
310683,22787.0,,
310685,27995.0,,
310705,10995.0,,
310706,28755.0,,
310707,27271.0,,
310715,31849.0,,
310721,23750.0,,
310726,28825.0,,
310732,19439.0,,
310737,29495.0,,
310739,32721.0,,
310743,29990.0,,
310746,29693.0,,
310750,28648.0,,
310751,10995.0,,
310755,29838.0,,
310758,27000.0,,
310771,31962.0,,
310779,30500.0,,
310786,31500.0,,
310789,22999.0,,
310792,24099.0,,
310798,29643.0,,
310800,28495.0,,
310804,17999.0,,
310810,17280.0,,
310814,30279.0,,
310816,30390.0,,
310817,17899.0,,
310825,19595.0,,
310826,28695.0,,
310833,28398.0,,
310838,22500.0,,
310839,31675.0,,
310841,25000.0,,
310848,29995.0,,
310853,28995.0,,
310858,31745.0,,
310862,31973.0,,
310864,29596.0,,
310868,31999.0,,
310869,14976.0,,
310876,25888.0,,
310894,14988.0,,
310897,30000.0,,
310902,21973.0,,
310910,32836.0,,
310913,19700.0,,
310915,23996.0,,
310917,32290.0,,
310923,29993.0,,
310926,23500.0,,
310947,28991.0,,
310953,31890.0,,
310969,10995.0,,
310979,31880.0,,
310983,27454.0,,
310987,28395.0,,
310990,27839.0,,
310992,32920.0,,
310996,31900.0,,
311000,27991.0,,
311003,33599.0,,
311007,30000.0,,
311008,30997.0,,
311009,30990.0,,
311016,12662.0,,
311017,29995.0,,
311020,29950.0,,
311022,29799.0,,
311032,28699.0,,
311033,25555.0,,
311040,16995.0,,
311044,28994.0,,
311047,5500.0,,
311049,29900.0,,
311057,22000.0,,
311063,30995.0,,
311065,30500.0,,
311075,32820.0,,
311077,29990.0,,
311078,22998.0,,
311086,26799.0,,
311088,11990.0,,
311090,21995.0,,
311092,28944.0,,
311093,29759.0,,
311094,29950.0,,
311095,29800.0,,
311101,26995.0,,
311105,22999.0,,
311106,23600.0,,
311109,29995.0,,
311110,29987.0,,
311111,28492.0,,
311115,15999.0,,
311120,21490.0,,
311122,30995.0,,
311127,18295.0,,
311128,20977.0,,
311131,24993.0,,
311145,27497.0,,
311146,19999.0,,
311147,30549.0,,
311163,31425.0,,
311165,9495.0,,
311168,7994.0,,
311175,28989.0,,
311176,27000.0,,
311177,29795.0,,
311183,30977.0,,
311184,11495.0,,
311186,23500.0,,
311187,31336.0,,
311192,18395.0,,
311196,27958.0,,
311201,21999.0,,
311202,32500.0,,
311204,21499.0,,
311211,6987.0,,
311213,31000.0,,
311217,24975.0,,
311227,31795.0,,
311231,30750.0,,
311234,31198.0,,
311235,24426.0,,
311238,27992.0,,
311240,31912.0,,
311245,29500.0,,
311246,22989.0,,
311254,21900.0,,
311256,29995.0,,
311262,28491.0,,
311268,28998.0,,
311275,27000.0,,
311277,29995.0,,
311278,23999.0,,
311281,27756.0,,
311287,28995.0,,
311288,30193.0,,
311303,32998.0,,
311305,21995.0,,
311309,19999.0,,
311312,28989.0,,
311314,28515.0,,
311316,32495.0,,
311317,28530.0,,
311319,29910.0,,
311320,8815.0,,
311325,29900.0,,
311326,31998.0,,
311328,28798.0,,
311332,21998.0,,
311333,22186.0,,
311336,30499.0,,
311344,23476.0,,
311348,30977.0,,
311349,25490.0,,
311351,27993.0,,
311355,31129.0,,
311358,31500.0,,
311360,30475.0,,
311362,26235.0,,
311363,18999.0,,
311364,28998.0,,
311365,21950.0,,
311367,29981.0,,
311369,30974.0,,
311375,10951.0,,
311379,29985.0,,
311380,20500.0,,
311382,22790.0,,
311390,27895.0,,
311392,22400.0,,
311394,23333.0,,
311400,27891.0,,
311403,19495.0,,
311404,14998.0,,
311408,27794.0,,
311418,17944.0,,
311419,30495.0,,
311420,29777.0,,
311421,22888.0,,
311422,30490.0,,
311424,29995.0,,
311432,14500.0,,
311435,31899.0,,
311436,30788.0,,
311440,29920.0,,
311441,21990.0,,
311448,29875.0,,
311451,31777.0,,
311452,31409.0,,
311453,29995.0,,
311457,29995.0,,
311460,27599.0,,
311461,29493.0,,
311462,27971.0,,
311463,30000.0,,
311466,24543.0,,
311479,19995.0,,
311481,30817.0,,
311482,31000.0,,
311483,32991.0,,
311488,20999.0,,
311493,31998.0,,
311495,18395.0,,
311497,22950.0,,
311502,29995.0,,
311509,7500.0,,
311512,27991.0,,
311514,23787.0,,
311515,21703.0,,
311521,31385.0,,
311522,30000.0,,
311537,22200.0,,
311540,22995.0,,
311549,17999.0,,
311552,30998.0,,
311553,22398.0,,
311559,30995.0,,
311561,31995.0,,
311568,25995.0,,
311570,27999.0,,
311573,28995.0,,
311576,31700.0,,
311579,19498.0,,
311582,29997.0,,
311588,25156.0,,
311591,31755.0,,
311592,15980.0,,
311593,20100.0,,
311601,28688.0,,
311602,26750.0,,
311606,25395.0,,
311615,9998.0,,
311618,26000.0,,
311620,30997.0,,
311626,29599.0,,
311632,20990.0,,
311645,13750.0,,
311646,31499.0,,
311658,31500.0,,
311662,27981.0,,
311669,24022.0,,
311673,24990.0,,
311678,29497.0,,
311679,29589.0,,
311681,33494.0,,
311684,23256.0,,
311688,23759.0,,
311689,18995.0,,
311690,30991.0,,
311691,24875.0,,
311693,32500.0,,
311695,21994.0,,
311699,18995.0,,
311703,29600.0,,
311713,12998.0,,
311714,23996.0,,
311718,31820.0,,
311719,29777.0,,
311722,24499.0,,
311726,17999.0,,
311727,30604.0,,
311729,23895.0,,
311730,14645.0,,
311731,21998.0,,
311733,29900.0,,
311735,30995.0,,
311737,28000.0,,
311744,3421.0,,
311745,25995.0,,
311747,22690.0,,
311751,26777.0,,
311760,28599.0,,
311764,30000.0,,
311765,11950.0,,
311766,17500.0,,
311768,30648.0,,
311771,31493.0,,
311772,26690.0,,
311780,28993.0,,
311781,28627.0,,
311782,28997.0,,
311786,30000.0,,
311789,23995.0,,
311791,31000.0,,
311793,30522.0,,
311803,8600.0,,
311804,29688.0,,
311808,21988.0,,
311811,27900.0,,
311813,28919.0,,
311816,5500.0,,
311827,29995.0,,
311832,29100.0,,
311838,29997.0,,
311844,31995.0,,
311847,29994.0,,
311851,29964.0,,
311865,12995.0,,
311868,31000.0,,
311878,15595.0,,
311887,27683.0,,
311895,32000.0,,
311898,27988.0,,
311918,29690.0,,
311921,28900.0,,
311925,27825.0,,
311927,32000.0,,
311929,13900.0,,
311932,14900.0,,
311942,27790.0,,
311946,27990.0,,
311947,31475.0,,
311949,29998.0,,
311956,31898.0,,
311958,6197.0,,
311965,32250.0,,
311967,19998.0,,
311974,30786.0,,
311975,21995.0,,
311983,5999.0,,
311985,29493.0,,
311988,29995.0,,
311999,31930.0,,
312000,28790.0,,
312011,17703.0,,
312014,29989.0,,
312017,19000.0,,
312021,20467.0,,
312024,31345.0,,
312025,17990.0,,
312026,24900.0,,
312041,29157.0,,
312052,32900.0,,
312054,30532.0,,
312056,31222.0,,
312057,30988.0,,
312062,27180.0,,
312064,31997.0,,
312065,29500.0,,
312066,22588.0,,
312068,23891.0,,
312069,29896.0,,
312070,27994.0,,
312073,28000.0,,
312075,27331.0,,
312076,30996.0,,
312081,28388.0,,
312084,31500.0,,
312091,24988.0,,
312093,26850.0,,
312094,27835.0,,
312098,27985.0,,
312104,29994.0,,
312105,26715.0,,
312106,31750.0,,
312108,28995.0,,
312110,22998.0,,
312111,29995.0,,
312112,28709.0,,
312113,13800.0,,
312116,29987.0,,
312117,29974.0,,
312120,26495.0,,
312124,29988.0,,
312128,12000.0,,
312129,29900.0,,
312131,21000.0,,
312135,30977.0,,
312136,23495.0,,
312140,27686.0,,
312141,30986.0,,
312148,29499.0,,
312153,26471.0,,
312155,28000.0,,
312162,28851.0,,
312164,24977.0,,
312176,27750.0,,
312177,32974.0,,
312179,23339.0,,
312199,28280.0,,
312204,29000.0,,
312209,30695.0,,
312214,31800.0,,
312216,24992.0,,
312227,32988.0,,
312235,28000.0,,
312242,29495.0,,
312257,14988.0,,
312258,31599.0,,
312261,21349.0,,
312262,8500.0,,
312266,27992.0,,
312272,28977.0,,
312273,29995.0,,
312274,31999.0,,
312275,23995.0,,
312276,27784.0,,
312279,32590.0,,
312301,31113.0,,
312304,31000.0,,
312307,28450.0,,
312311,30000.0,,
312317,4995.0,,
312328,29550.0,,
312330,27188.0,,
312337,26485.0,,
312339,29992.0,,
312340,32986.0,,
312344,28995.0,,
312346,26589.0,,
312351,23691.0,,
312375,33000.0,,
312376,31954.0,,
312379,29995.0,,
312382,30995.0,,
312386,26500.0,,
312394,14550.0,,
312397,29475.0,,
312404,22250.0,,
312407,18888.0,,
312409,29966.0,,
312417,29985.0,,
312427,10995.0,,
312430,28800.0,,
312431,29000.0,,
312433,32850.0,,
312439,29988.0,,
312472,29995.0,,
312476,30154.0,,
312478,30000.0,,
312485,31000.0,,
312487,24501.0,,
312490,32149.0,,
312512,25559.0,,
312515,31500.0,,
312518,28888.0,,
312524,25975.0,,
312525,31773.0,,
312533,31840.0,,
312545,28777.0,,
312547,28994.0,,
312550,13995.0,,
312551,22785.0,,
312554,19900.0,,
312560,21995.0,,
312569,29981.0,,
312579,20801.0,,
312582,25491.0,,
312597,32000.0,,
312598,31800.0,,
312602,24950.0,,
312603,23997.0,,
312608,31748.0,,
312612,29950.0,,
312613,30387.0,,
312615,32249.0,,
312617,32977.0,,
312619,19000.0,,
312621,29399.0,,
312626,32561.0,,
312631,28426.0,,
312632,27972.0,,
312639,31000.0,,
312641,24999.0,,
312649,23995.0,,
312657,25490.0,,
312658,27844.0,,
312661,28767.0,,
312665,28454.0,,
312668,22500.0,,
312671,28597.0,,
312679,29988.0,,
312683,13995.0,,
312685,13495.0,,
312687,28689.0,,
312689,21988.0,,
312693,28300.0,,
312699,29012.0,,
312704,24901.0,,
312706,28971.0,,
312708,21997.0,,
312715,24992.0,,
312716,24995.0,,
312719,29895.0,,
312721,31102.0,,
312723,29835.0,,
312727,28977.0,,
312728,23475.0,,
312729,31998.0,,
312741,20545.0,,
312744,25964.0,,
312749,6999.0,,
312768,22995.0,,
312775,25423.0,,
312777,29650.0,,
312778,24995.0,,
312783,32999.0,,
312792,23988.0,,
312793,29599.0,,
312804,30995.0,,
312812,23599.0,,
312813,29899.0,,
312814,26000.0,,
312816,31777.0,,
312824,27693.0,,
312830,30597.0,,
312834,31000.0,,
312840,32940.0,,
312844,29587.0,,
312845,26977.0,,
312847,33000.0,,
312850,20999.0,,
312854,21604.0,,
312859,29772.0,,
312878,30988.0,,
312883,22990.0,,
312885,29995.0,,
312886,30984.0,,
312887,25950.0,,
312896,26880.0,,
312898,22506.0,,
312904,31259.0,,
312908,5990.0,,
312914,28551.0,,
312919,17992.0,,
312920,27950.0,,
312921,30000.0,,
312922,10499.0,,
312929,24000.0,,
312931,29995.0,,
312932,29995.0,,
312945,29991.0,,
312951,29977.0,,
312954,32170.0,,
312967,24420.0,,
312971,30995.0,,
312975,21150.0,,
312977,20991.0,,
312980,9000.0,,
312983,30688.0,,
312984,30189.0,,
312988,29000.0,,
312990,29000.0,,
312991,31295.0,,
312992,32599.0,,
312993,29499.0,,
312995,28649.0,,
313000,29799.0,,
313006,30344.0,,
313009,23078.0,,
313012,23984.0,,
313013,31499.0,,
313014,27699.0,,
313016,32855.0,,
313022,16997.0,,
313025,30000.0,,
313042,30987.0,,
313045,31795.0,,
313046,27712.0,,
313050,16500.0,,
313054,29484.0,,
313063,30650.0,,
313064,29477.0,,
313066,29886.0,,
313067,30993.0,,
313068,31998.0,,
313072,23000.0,,
313073,16518.0,,
313079,22900.0,,
313082,33000.0,,
313084,6998.0,,
313085,14287.0,,
313087,19702.0,,
313089,17977.0,,
313090,19790.0,,
313100,28100.0,,
313101,20000.0,,
313102,28300.0,,
313107,32892.0,,
313109,16995.0,,
313112,32999.0,,
313114,30987.0,,
313125,23390.0,,
313126,33596.0,,
313128,32995.0,,
313135,29499.0,,
313137,23995.0,,
313140,23510.0,,
313144,27999.0,,
313159,27600.0,,
313160,31230.0,,
313169,30693.0,,
313177,26988.0,,
313184,15999.0,,
313185,31880.0,,
313188,30995.0,,
313191,31800.0,,
313199,30000.0,,
313200,15998.0,,
313203,17977.0,,
313204,20977.0,,
313208,13993.0,,
313209,18990.0,,
313212,27695.0,,
313230,31159.0,,
313233,23223.0,,
313239,32469.0,,
313246,29891.0,,
313256,28989.0,,
313257,30497.0,,
313258,28995.0,,
313260,30502.0,,
313261,30000.0,,
313262,30654.0,,
313263,23500.0,,
313270,29000.0,,
313273,9500.0,,
313274,28730.0,,
313282,30900.0,,
313283,24100.0,,
313285,30584.0,,
313286,13900.0,,
313288,16477.0,,
313293,22999.0,,
313298,9941.0,,
313319,31854.0,,
313323,29794.0,,
313325,21865.0,,
313326,31900.0,,
313332,23900.0,,
313337,31982.0,,
313349,19988.0,,
313351,17987.0,,
313357,29980.0,,
313360,29933.0,,
313366,26688.0,,
313367,30950.0,,
313375,29983.0,,
313378,27991.0,,
313381,29997.0,,
313383,29777.0,,
313385,28995.0,,
313389,22998.0,,
313390,30991.0,,
313391,18900.0,,
313392,28740.0,,
313394,25987.0,,
313397,30480.0,,
313399,19371.0,,
313407,30000.0,,
313409,23995.0,,
313410,29496.0,,
313412,28945.0,,
313415,27994.0,,
313427,31544.0,,
313428,29995.0,,
313437,22499.0,,
313441,33000.0,,
313447,30999.0,,
313451,31998.0,,
313463,32962.0,,
313467,33498.0,,
313470,24999.0,,
313474,31000.0,,
313478,16000.0,,
313485,24478.0,,
313489,25870.0,,
313490,29223.0,,
313497,23488.0,,
313500,33654.0,,
313505,31995.0,,
313511,20992.0,,
313515,28000.0,,
313520,28990.0,,
313523,26588.0,,
313524,31539.0,,
313528,31480.0,,
313535,20995.0,,
313536,26989.0,,
313539,26500.0,,
313545,31990.0,,
313546,25950.0,,
313557,5990.0,,
313562,27995.0,,
313567,28000.0,,
313570,13995.0,,
313571,16998.0,,
313574,30000.0,,
313575,24500.0,,
313576,31177.0,,
313578,20849.0,,
313591,30863.0,,
313592,27950.0,,
313594,30900.0,,
313596,30733.0,,
313602,25899.0,,
313603,33900.0,,
313607,22995.0,,
313612,21998.0,,
313613,29644.0,,
313616,29748.0,,
313619,24000.0,,
313620,33503.0,,
313639,28498.0,,
313643,23988.0,,
313645,23595.0,,
313646,30259.0,,
313651,29683.0,,
313654,21999.0,,
313655,29982.0,,
313661,30999.0,,
313663,30000.0,,
313664,29995.0,,
313673,27484.0,,
313677,29995.0,,
313678,29872.0,,
313690,27944.0,,
313692,13500.0,,
313699,29710.0,,
313701,28488.0,,
313703,30999.0,,
313705,19938.0,,
313708,29975.0,,
313712,31274.0,,
313713,31985.0,,
313717,24851.0,,
313719,26995.0,,
313725,30995.0,,
313727,29495.0,,
313728,21777.0,,
313729,21891.0,,
313737,22488.0,,
313738,30000.0,,
313741,31995.0,,
313746,23995.0,,
313748,30900.0,,
313755,34285.0,,
313760,27999.0,,
313763,29990.0,,
313764,13287.0,,
313772,13995.0,,
313775,32998.0,,
313781,22987.0,,
313782,24400.0,,
313792,28526.0,,
313795,28500.0,,
313796,31995.0,,
313806,24999.0,,
313810,30450.0,,
313824,30495.0,,
313830,21995.0,,
313833,8981.0,,
313834,29230.0,,
313838,26900.0,,
313843,23900.0,,
313844,29996.0,,
313848,4500.0,,
313851,6992.0,,
313853,30990.0,,
313854,32000.0,,
313856,32500.0,,
313857,31484.0,,
313861,28500.0,,
313862,6500.0,,
313867,29341.0,,
313872,30970.0,,
313873,7000.0,,
313875,23766.0,,
313879,19799.0,,
313884,30849.0,,
313885,29695.0,,
313891,19998.0,,
313893,15995.0,,
313895,29488.0,,
313896,15988.0,,
313901,33695.0,,
313905,28900.0,,
313922,24944.0,,
313923,31775.0,,
313926,27963.0,,
313935,20991.0,,
313936,19700.0,,
313939,31897.0,,
313940,29822.0,,
313943,27888.0,,
313948,30730.0,,
313950,30995.0,,
313954,32804.0,,
313965,21850.0,,
313968,28650.0,,
313970,29300.0,,
313975,22949.0,,
313978,29000.0,,
313979,29350.0,,
313982,31963.0,,
313990,32959.0,,
313995,31998.0,,
313997,12995.0,,
313998,15000.0,,
314010,17777.0,,
314012,8750.0,,
314015,18185.0,,
314016,28650.0,,
314017,29997.0,,
314020,10494.0,,
314024,21000.0,,
314028,19500.0,,
314029,29500.0,,
314030,24900.0,,
314031,31561.0,,
314032,29999.0,,
314037,32500.0,,
314046,31988.0,,
314050,28995.0,,
314057,27821.0,,
314062,31500.0,,
314066,27250.0,,
314067,30492.0,,
314078,29999.0,,
314079,25595.0,,
314110,25995.0,,
314111,31000.0,,
314115,31000.0,,
314116,26028.0,,
314119,28980.0,,
314122,30490.0,,
314127,32747.0,,
314129,25475.0,,
314130,32998.0,,
314133,32859.0,,
314142,29991.0,,
314143,29410.0,,
314147,22000.0,,
314150,10900.0,,
314162,22995.0,,
314165,13995.0,,
314167,32500.0,,
314168,32845.0,,
314169,10999.0,,
314177,29450.0,,
314181,30595.0,,
314183,31326.0,,
314185,18999.0,,
314189,27688.0,,
314190,29133.0,,
314197,26995.0,,
314198,16950.0,,
314199,32985.0,,
314202,23950.0,,
314204,24500.0,,
314207,30990.0,,
314210,31400.0,,
314214,33533.0,,
314218,30998.0,,
314220,29858.0,,
314223,31388.0,,
314227,26500.0,,
314230,28995.0,,
314246,18976.0,,
314248,30990.0,,
314249,27925.0,,
314251,31500.0,,
314253,22495.0,,
314261,27225.0,,
314263,28997.0,,
314264,27275.0,,
314266,26998.0,,
314267,31999.0,,
314274,30995.0,,
314276,26790.0,,
314277,14627.0,,
314283,29989.0,,
314291,24695.0,,
314294,29747.0,,
314295,32487.0,,
314297,30699.0,,
314298,32783.0,,
314308,30995.0,,
314315,31975.0,,
314317,27995.0,,
314319,30650.0,,
314321,31331.0,,
314322,33495.0,,
314329,22890.0,,
314332,30597.0,,
314333,23995.0,,
314336,23500.0,,
314341,31895.0,,
314349,27900.0,,
314356,23288.0,,
314357,27890.0,,
314358,29484.0,,
314359,32471.0,,
314361,28988.0,,
314363,19995.0,,
314365,26995.0,,
314366,29905.0,,
314370,27553.0,,
314373,29999.0,,
314375,23950.0,,
314379,7990.0,,
314386,32189.0,,
314387,25959.0,,
314389,26917.0,,
314390,25990.0,,
314399,31579.0,,
314402,24000.0,,
314409,28000.0,,
314412,25000.0,,
314413,31000.0,,
314416,30048.0,,
314420,20994.0,,
314422,29777.0,,
314425,29391.0,,
314427,29900.0,,
314431,23995.0,,
314433,23995.0,,
314437,33998.0,,
314438,30888.0,,
314439,28998.0,,
314440,24899.0,,
314442,32974.0,,
314443,30895.0,,
314444,30500.0,,
314445,28999.0,,
314446,33995.0,,
314448,21900.0,,
314450,22995.0,,
314463,32990.0,,
314466,33775.0,,
314474,28895.0,,
314475,30491.0,,
314478,29587.0,,
314479,19950.0,,
314484,32000.0,,
314491,29898.0,,
314497,32891.0,,
314498,33391.0,,
314508,24995.0,,
314511,20704.0,,
314512,25997.0,,
314514,23411.0,,
314518,31900.0,,
314519,22850.0,,
314524,10500.0,,
314529,32979.0,,
314532,29467.0,,
314535,29900.0,,
314539,30000.0,,
314540,27000.0,,
314545,7500.0,,
314549,26878.0,,
314554,29250.0,,
314558,25900.0,,
314560,14900.0,,
314578,29000.0,,
314580,32545.0,,
314589,31174.0,,
314591,28981.0,,
314593,21291.0,,
314604,30600.0,,
314607,32883.0,,
314610,29599.0,,
314611,24901.0,,
314613,32911.0,,
314625,30000.0,,
314629,30490.0,,
314632,26988.0,,
314635,21900.0,,
314638,31566.0,,
314646,31997.0,,
314648,30999.0,,
314651,19695.0,,
314656,31000.0,,
314663,30900.0,,
314664,32712.0,,
314665,33997.0,,
314671,26888.0,,
314674,22000.0,,
314676,30745.0,,
314680,29995.0,,
314683,21995.0,,
314686,32577.0,,
314687,22900.0,,
314688,32888.0,,
314691,32695.0,,
314696,31994.0,,
314701,23750.0,,
314704,29979.0,,
314710,31022.0,,
314715,29998.0,,
314719,32995.0,,
314721,30250.0,,
314725,29995.0,,
314728,29990.0,,
314729,29250.0,,
314731,32992.0,,
314735,26495.0,,
314737,30995.0,,
314746,29798.0,,
314750,28488.0,,
314753,33755.0,,
314754,18785.0,,
314763,30658.0,,
314764,17488.0,,
314766,29900.0,,
314770,32550.0,,
314772,20995.0,,
314774,16500.0,,
314776,31895.0,,
314777,32499.0,,
314778,22995.0,,
314782,25500.0,,
314783,24900.0,,
314786,32989.0,,
314791,28990.0,,
314798,31750.0,,
314799,31250.0,,
314800,26000.0,,
314804,6274.0,,
314805,33585.0,,
314806,28920.0,,
314818,28500.0,,
314823,29495.0,,
314824,22000.0,,
314826,20541.0,,
314828,31676.0,,
314829,23388.0,,
314830,31901.0,,
314838,32983.0,,
314840,22988.0,,
314843,19999.0,,
314844,27235.0,,
314848,29901.0,,
314850,13084.0,,
314855,27597.0,,
314857,32529.0,,
314858,15169.0,,
314862,20988.0,,
314863,32625.0,,
314867,26792.0,,
314870,31066.0,,
314871,22601.0,,
314873,28967.0,,
314884,19731.0,,
314887,33594.0,,
314896,29718.0,,
314902,32880.0,,
314903,25995.0,,
314912,30974.0,,
314916,31979.0,,
314918,27990.0,,
314926,29250.0,,
314927,32997.0,,
314928,15991.0,,
314930,25995.0,,
314931,9991.0,,
314951,30999.0,,
314953,29999.0,,
314959,27991.0,,
314961,27991.0,,
314973,34293.0,,
314976,11999.0,,
314984,29643.0,,
314985,28475.0,,
314987,31950.0,,
314988,25777.0,,
314999,32999.0,,
315002,15804.0,,
315005,13997.0,,
315010,23985.0,,
315012,19750.0,,
315013,31890.0,,
315015,32829.0,,
315019,30861.0,,
315021,28888.0,,
315024,32999.0,,
315026,30900.0,,
315030,27491.0,,
315033,33000.0,,
315039,25000.0,,
315050,31995.0,,
315056,23848.0,,
315060,29615.0,,
315062,19000.0,,
315063,31514.0,,
315068,28741.0,,
315072,29964.0,,
315075,29288.0,,
315084,29000.0,,
315085,26590.0,,
315087,17695.0,,
315089,19950.0,,
315093,26991.0,,
315094,30597.0,,
315098,22995.0,,
315102,29300.0,,
315103,32000.0,,
315104,24505.0,,
315108,32380.0,,
315110,24995.0,,
315113,33899.0,,
315117,22995.0,,
315118,11999.0,,
315120,26050.0,,
315122,34599.0,,
315127,29496.0,,
315128,26987.0,,
315134,26991.0,,
315135,30982.0,,
315137,30997.0,,
315140,29880.0,,
315145,30000.0,,
315146,31986.0,,
315149,26299.0,,
315150,34498.0,,
315153,29991.0,,
315154,22000.0,,
315156,26891.0,,
315157,26999.0,,
315162,32750.0,,
315163,30999.0,,
315165,31000.0,,
315167,32999.0,,
315171,19943.0,,
315174,32291.0,,
315177,28995.0,,
315178,29995.0,,
315183,15495.0,,
315184,31977.0,,
315185,21998.0,,
315187,16995.0,,
315188,30499.0,,
315195,29997.0,,
315196,33450.0,,
315200,30490.0,,
315202,25900.0,,
315204,31270.0,,
315205,21995.0,,
315215,30267.0,,
315220,26990.0,,
315223,30333.0,,
315227,31989.0,,
315228,21499.0,,
315229,30991.0,,
315235,32840.0,,
315236,21700.0,,
315248,27993.0,,
315257,26968.0,,
315258,21900.0,,
315262,24388.0,,
315263,30500.0,,
315268,29991.0,,
315269,32770.0,,
315270,31500.0,,
315271,29477.0,,
315275,29995.0,,
315277,17495.0,,
315282,31587.0,,
315283,29999.0,,
315290,8990.0,,
315294,32000.0,,
315295,18999.0,,
315299,31888.0,,
315302,19995.0,,
315309,32625.0,,
315316,13999.0,,
315317,31500.0,,
315320,25988.0,,
315323,29800.0,,
315324,29745.0,,
315328,32495.0,,
315331,22995.0,,
315332,32388.0,,
315333,23995.0,,
315334,12995.0,,
315342,31999.0,,
315344,31815.0,,
315350,29788.0,,
315352,27500.0,,
315353,18995.0,,
315363,22588.0,,
315365,30680.0,,
315366,32497.0,,
315370,31995.0,,
315371,25999.0,,
315387,32100.0,,
315392,29991.0,,
315393,31997.0,,
315396,14998.0,,
315398,29440.0,,
315399,18700.0,,
315407,13991.0,,
315412,31000.0,,
315415,29599.0,,
315418,29997.0,,
315420,27359.0,,
315423,10995.0,,
315425,32977.0,,
315428,11990.0,,
315429,32983.0,,
315435,31550.0,,
315440,29450.0,,
315441,22990.0,,
315442,29995.0,,
315443,24473.0,,
315445,10995.0,,
315447,31980.0,,
315450,29500.0,,
315451,26999.0,,
315453,28995.0,,
315454,28500.0,,
315455,29991.0,,
315456,32717.0,,
315457,32248.0,,
315459,27149.0,,
315465,23400.0,,
315469,29865.0,,
315471,29000.0,,
315476,17999.0,,
315480,32991.0,,
315482,21426.0,,
315483,30950.0,,
315488,16999.0,,
315490,29895.0,,
315492,31698.0,,
315497,20977.0,,
315502,24996.0,,
315506,31998.0,,
315508,31000.0,,
315514,30199.0,,
315517,31785.0,,
315526,19999.0,,
315527,29995.0,,
315529,26107.0,,
315533,30900.0,,
315534,25620.0,,
315535,28500.0,,
315536,27671.0,,
315539,32900.0,,
315541,17980.0,,
315542,28406.0,,
315545,32500.0,,
315546,28985.0,,
315550,30996.0,,
315551,33743.0,,
315554,33895.0,,
315557,7800.0,,
315558,30250.0,,
315559,3499.0,,
315560,31991.0,,
315562,31750.0,,
315565,31650.0,,
315571,23995.0,,
315572,33855.0,,
315575,32503.0,,
315577,28893.0,,
315581,29979.0,,
315582,30288.0,,
315588,23600.0,,
315591,24995.0,,
315600,22490.0,,
315605,23950.0,,
315613,19288.0,,
315614,30500.0,,
315615,33442.0,,
315619,30500.0,,
315624,29995.0,,
315627,31495.0,,
315628,34499.0,,
315630,32992.0,,
