,Price,Where
312025,17990,National
312026,24900,National
312041,29157,National
312052,32900,National
312054,30532,National
312056,31222,National
312057,30988,National
312062,27180,National
312064,31997,National
312065,29500,National
312066,22588,National
312068,23891,National
312069,29896,National
312070,27994,National
312073,28000,National
312075,27331,National
312076,30996,National
312081,28388,National
312084,31500,National
312091,24988,National
312093,26850,National
312094,27835,National
312098,27985,National
312104,29994,National
312105,26715,National
312106,31750,National
312108,28995,National
312110,22998,National
312111,29995,National
312112,28709,National
312113,13800,National
312116,29987,National
312117,29974,National
312120,26495,National
312124,29988,National
312128,12000,National
312129,29900,National
312131,21000,National
312135,30977,National
312136,23495,National
312140,27686,National
312141,30986,National
312148,29499,National
312153,26471,National
312155,28000,National
312162,28851,National
312164,24977,National
312176,27750,National
312177,32974,National
312179,23339,National
312199,28280,National
312204,29000,National
312209,30695,National
312214,31800,National
312216,24992,National
312227,32988,National
312235,28000,National
312242,29495,National
312257,14988,National
312258,31599,National
312261,21349,National
312262,8500,National
312266,27992,National
312272,28977,National
312273,29995,National
312274,31999,National
312275,23995,National
312276,27784,National
312279,32590,National
312301,31113,National
312304,31000,National
312307,28450,National
312311,30000,National
312317,4995,National
312328,29550,National
312330,27188,National
312337,26485,National
312339,29992,National
312340,32986,National
312344,28995,National
312346,26589,National
312351,23691,National
312375,33000,National
312376,31954,National
312379,29995,National
312382,30995,National
312386,26500,National
312394,14550,National
312397,29475,National
312404,22250,National
312407,18888,National
312409,29966,National
312417,29985,National
312427,10995,National
312430,28800,National
312431,29000,National
312433,32850,National
312439,29988,National
312472,29995,National
312476,30154,National
312478,30000,National
312485,31000,National
312487,24501,National
312490,32149,National
312512,25559,National
312515,31500,National
312518,28888,National
312524,25975,National
312525,31773,National
312533,31840,National
312545,28777,National
312547,28994,National
312550,13995,National
312551,22785,National
312554,19900,National
312560,21995,National
312569,29981,National
312579,20801,National
312582,25491,National
312597,32000,National
312598,31800,National
312602,24950,National
312603,23997,National
312608,31748,National
312612,29950,National
312613,30387,National
312615,32249,National
312617,32977,National
312619,19000,National
312621,29399,National
312626,32561,National
312631,28426,National
312632,27972,National
312639,31000,National
312641,24999,National
312649,23995,National
312657,25490,National
312658,27844,National
312661,28767,National
312665,28454,National
312668,22500,National
312671,28597,National
312679,29988,National
312683,13995,National
312685,13495,National
312687,28689,National
312689,21988,National
312693,28300,National
312699,29012,National
312704,24901,National
312706,28971,National
312708,21997,National
312715,24992,National
312716,24995,National
312719,29895,National
312721,31102,National
312723,29835,National
312727,28977,National
312728,23475,National
312729,31998,National
312741,20545,National
312744,25964,National
312749,6999,National
312768,22995,National
312775,25423,National
312777,29650,National
312778,24995,National
312783,32999,National
312792,23988,National
312793,29599,National
312804,30995,National
312812,23599,National
312813,29899,National
312814,26000,National
312816,31777,National
312824,27693,National
312830,30597,National
312834,31000,National
312840,32940,National
312844,29587,National
312845,26977,National
312847,33000,National
312850,20999,National
312854,21604,National
312859,29772,National
312878,30988,National
312883,22990,National
312885,29995,National
312886,30984,National
312887,25950,National
312896,26880,National
312898,22506,National
312904,31259,National
312908,5990,National
312914,28551,National
312919,17992,National
312920,27950,National
312921,30000,National
312922,10499,National
312929,24000,National
312931,29995,National
312932,29995,National
312945,29991,National
312951,29977,National
312954,32170,National
312967,24420,National
312971,30995,National
312975,21150,National
312977,20991,National
312980,9000,National
312983,30688,National
312984,30189,National
312988,29000,National
312990,29000,National
312991,31295,National
312992,32599,National
312993,29499,National
312995,28649,National
313000,29799,National
313006,30344,National
313009,23078,National
313012,23984,National
313013,31499,National
313014,27699,National
313016,32855,National
313022,16997,National
313025,30000,National
313042,30987,National
313045,31795,National
313046,27712,National
313050,16500,National
313054,29484,National
313063,30650,National
313064,29477,National
313066,29886,National
313067,30993,National
313068,31998,National
313072,23000,National
313073,16518,National
313079,22900,National
313082,33000,National
313084,6998,National
313085,14287,National
313087,19702,National
313089,17977,National
313090,19790,National
313100,28100,National
313101,20000,National
313102,28300,National
313107,32892,National
313109,16995,National
313112,32999,National
313114,30987,National
313125,23390,National
313126,33596,National
313128,32995,National
313135,29499,National
313137,23995,National
313140,23510,National
313144,27999,National
313159,27600,National
313160,31230,National
313169,30693,National
313177,26988,National
313184,15999,National
313185,31880,National
313188,30995,National
313191,31800,National
313199,30000,National
313200,15998,National
313203,17977,National
313204,20977,National
313208,13993,National
313209,18990,National
313212,27695,National
313230,31159,National
313233,23223,National
313239,32469,National
313246,29891,National
313256,28989,National
313257,30497,National
313258,28995,National
313260,30502,National
313261,30000,National
313262,30654,National
313263,23500,National
313270,29000,National
313273,9500,National
313274,28730,National
313282,30900,National
313283,24100,National
313285,30584,National
313286,13900,National
313288,16477,National
313293,22999,National
313298,9941,National
313319,31854,National
313323,29794,National
313325,21865,National
313326,31900,National
313332,23900,National
313337,31982,National
313349,19988,National
313351,17987,National
313357,29980,National
313360,29933,National
313366,26688,National
313367,30950,National
313375,29983,National
313378,27991,National
313381,29997,National
313383,29777,National
313385,28995,National
313389,22998,National
313390,30991,National
313391,18900,National
313392,28740,National
313394,25987,National
313397,30480,National
313399,19371,National
313407,30000,National
313409,23995,National
313410,29496,National
313412,28945,National
313415,27994,National
313427,31544,National
313428,29995,National
313437,22499,National
313441,33000,National
313447,30999,National
313451,31998,National
313463,32962,National
313467,33498,National
313470,24999,National
313474,31000,National
313478,16000,National
313485,24478,National
313489,25870,National
313490,29223,National
313497,23488,National
313500,33654,National
313505,31995,National
313511,20992,National
313515,28000,National
313520,28990,National
313523,26588,National
313524,31539,National
313528,31480,National
313535,20995,National
313536,26989,National
313539,26500,National
313545,31990,National
313546,25950,National
313557,5990,National
313562,27995,National
313567,28000,National
313570,13995,National
313571,16998,National
313574,30000,National
313575,24500,National
313576,31177,National
313578,20849,National
313591,30863,National
313592,27950,National
313594,30900,National
313596,30733,National
313602,25899,National
313603,33900,National
313607,22995,National
313612,21998,National
313613,29644,National
313616,29748,National
313619,24000,National
313620,33503,National
313639,28498,National
313643,23988,National
313645,23595,National
313646,30259,National
313651,29683,National
313654,21999,National
313655,29982,National
313661,30999,National
313663,30000,National
313664,29995,National
313673,27484,National
313677,29995,National
313678,29872,National
313690,27944,National
313692,13500,National
313699,29710,National
313701,28488,National
313703,30999,National
313705,19938,National
313708,29975,National
313712,31274,National
313713,31985,National
313717,24851,National
313719,26995,National
313725,30995,National
313727,29495,National
313728,21777,National
313729,21891,National
313737,22488,National
313738,30000,National
313741,31995,National
313746,23995,National
313748,30900,National
313755,34285,National
313760,27999,National
313763,29990,National
313764,13287,National
313772,13995,National
313775,32998,National
313781,22987,National
313782,24400,National
313792,28526,National
313795,28500,National
313796,31995,National
313806,24999,National
313810,30450,National
313824,30495,National
313830,21995,National
313833,8981,National
313834,29230,National
313838,26900,National
313843,23900,National
313844,29996,National
313848,4500,National
313851,6992,National
313853,30990,National
313854,32000,National
313856,32500,National
313857,31484,National
313861,28500,National
313862,6500,National
313867,29341,National
313872,30970,National
313873,7000,National
313875,23766,National
313879,19799,National
313884,30849,National
313885,29695,National
313891,19998,National
313893,15995,National
313895,29488,National
313896,15988,National
313901,33695,National
313905,28900,National
313922,24944,National
313923,31775,National
313926,27963,National
313935,20991,National
313936,19700,National
313939,31897,National
313940,29822,National
313943,27888,National
313948,30730,National
313950,30995,National
313954,32804,National
313965,21850,National
313968,28650,National
313970,29300,National
313975,22949,National
313978,29000,National
313979,29350,National
313982,31963,National
313990,32959,National
313995,31998,National
313997,12995,National
313998,15000,National
314010,17777,National
314012,8750,National
314015,18185,National
314016,28650,National
314017,29997,National
314020,10494,National
314024,21000,National
314028,19500,National
314029,29500,National
314030,24900,National
314031,31561,National
314032,29999,National
314037,32500,National
314046,31988,National
314050,28995,National
314057,27821,National
314062,31500,National
314066,27250,National
314067,30492,National
314078,29999,National
314079,25595,National
314110,25995,National
314111,31000,National
314115,31000,National
314116,26028,National
314119,28980,National
314122,30490,National
314127,32747,National
314129,25475,National
314130,32998,National
314133,32859,National
314142,29991,National
314143,29410,National
314147,22000,National
314150,10900,National
314162,22995,National
314165,13995,National
314167,32500,National
314168,32845,National
314169,10999,National
314177,29450,National
314181,30595,National
314183,31326,National
314185,18999,National
314189,27688,National
314190,29133,National
314197,26995,National
314198,16950,National
314199,32985,National
314202,23950,National
314204,24500,National
314207,30990,National
314210,31400,National
314214,33533,National
314218,30998,National
314220,29858,National
314223,31388,National
314227,26500,National
314230,28995,National
314246,18976,National
314248,30990,National
314249,27925,National
314251,31500,National
314253,22495,National
314261,27225,National
314263,28997,National
314264,27275,National
314266,26998,National
314267,31999,National
314274,30995,National
314276,26790,National
314277,14627,National
314283,29989,National
314291,24695,National
314294,29747,National
314295,32487,National
314297,30699,National
314298,32783,National
314308,30995,National
314315,31975,National
314317,27995,National
314319,30650,National
314321,31331,National
314322,33495,National
314329,22890,National
314332,30597,National
314333,23995,National
314336,23500,National
314341,31895,National
314349,27900,National
314356,23288,National
314357,27890,National
314358,29484,National
314359,32471,National
314361,28988,National
314363,19995,National
314365,26995,National
314366,29905,National
314370,27553,National
314373,29999,National
314375,23950,National
314379,7990,National
314386,32189,National
314387,25959,National
314389,26917,National
314390,25990,National
314399,31579,National
314402,24000,National
314409,28000,National
314412,25000,National
314413,31000,National
314416,30048,National
314420,20994,National
314422,29777,National
314425,29391,National
314427,29900,National
314431,23995,National
314433,23995,National
314437,33998,National
314438,30888,National
314439,28998,National
314440,24899,National
314442,32974,National
314443,30895,National
314444,30500,National
314445,28999,National
314446,33995,National
314448,21900,National
314450,22995,National
314463,32990,National
314466,33775,National
314474,28895,National
314475,30491,National
314478,29587,National
314479,19950,National
314484,32000,National
314491,29898,National
314497,32891,National
314498,33391,National
314508,24995,National
314511,20704,National
314512,25997,National
314514,23411,National
314518,31900,National
314519,22850,National
314524,10500,National
314529,32979,National
314532,29467,National
314535,29900,National
314539,30000,National
314540,27000,National
314545,7500,National
314549,26878,National
314554,29250,National
314558,25900,National
314560,14900,National
314578,29000,National
314580,32545,National
314589,31174,National
314591,28981,National
314593,21291,National
314604,30600,National
314607,32883,National
314610,29599,National
314611,24901,National
314613,32911,National
314625,30000,National
314629,30490,National
314632,26988,National
314635,21900,National
314638,31566,National
314646,31997,National
314648,30999,National
314651,19695,National
314656,31000,National
314663,30900,National
314664,32712,National
314665,33997,National
314671,26888,National
314674,22000,National
314676,30745,National
314680,29995,National
314683,21995,National
314686,32577,National
314687,22900,National
314688,32888,National
314691,32695,National
314696,31994,National
314701,23750,National
314704,29979,National
314710,31022,National
314715,29998,National
314719,32995,National
314721,30250,National
314725,29995,National
314728,29990,National
314729,29250,National
314731,32992,National
314735,26495,National
314737,30995,National
314746,29798,National
314750,28488,National
314753,33755,National
314754,18785,National
314763,30658,National
314764,17488,National
314766,29900,National
314770,32550,National
314772,20995,National
314774,16500,National
314776,31895,National
314777,32499,National
314778,22995,National
314782,25500,National
314783,24900,National
314786,32989,National
314791,28990,National
314798,31750,National
314799,31250,National
314800,26000,National
314804,6274,National
314805,33585,National
314806,28920,National
314818,28500,National
314823,29495,National
314824,22000,National
314826,20541,National
314828,31676,National
314829,23388,National
314830,31901,National
314838,32983,National
314840,22988,National
314843,19999,National
314844,27235,National
314848,29901,National
314850,13084,National
314855,27597,National
314857,32529,National
314858,15169,National
314862,20988,National
314863,32625,National
314867,26792,National
314870,31066,National
314871,22601,National
314873,28967,National
314884,19731,National
314887,33594,National
314896,29718,National
314902,32880,National
314903,25995,National
314912,30974,National
314916,31979,National
314918,27990,National
314926,29250,National
314927,32997,National
314928,15991,National
314930,25995,National
314931,9991,National
314951,30999,National
314953,29999,National
314959,27991,National
314961,27991,National
314973,34293,National
314976,11999,National
314984,29643,National
314985,28475,National
314987,31950,National
314988,25777,National
314999,32999,National
315002,15804,National
315005,13997,National
315010,23985,National
315012,19750,National
315013,31890,National
315015,32829,National
315019,30861,National
315021,28888,National
315024,32999,National
315026,30900,National
315030,27491,National
315033,33000,National
315039,25000,National
315050,31995,National
315056,23848,National
315060,29615,National
315062,19000,National
315063,31514,National
315068,28741,National
315072,29964,National
315075,29288,National
315084,29000,National
315085,26590,National
315087,17695,National
315089,19950,National
315093,26991,National
315094,30597,National
315098,22995,National
315102,29300,National
315103,32000,National
315104,24505,National
315108,32380,National
315110,24995,National
315113,33899,National
315117,22995,National
315118,11999,National
315120,26050,National
315122,34599,National
315127,29496,National
315128,26987,National
315134,26991,National
315135,30982,National
315137,30997,National
315140,29880,National
315145,30000,National
315146,31986,National
315149,26299,National
315150,34498,National
315153,29991,National
315154,22000,National
315156,26891,National
315157,26999,National
315162,32750,National
315163,30999,National
315165,31000,National
315167,32999,National
315171,19943,National
315174,32291,National
315177,28995,National
315178,29995,National
315183,15495,National
315184,31977,National
315185,21998,National
315187,16995,National
315188,30499,National
315195,29997,National
315196,33450,National
315200,30490,National
315202,25900,National
315204,31270,National
315205,21995,National
315215,30267,National
315220,26990,National
315223,30333,National
315227,31989,National
315228,21499,National
315229,30991,National
315235,32840,National
315236,21700,National
315248,27993,National
315257,26968,National
315258,21900,National
315262,24388,National
315263,30500,National
315268,29991,National
315269,32770,National
315270,31500,National
315271,29477,National
315275,29995,National
315277,17495,National
315282,31587,National
315283,29999,National
315290,8990,National
315294,32000,National
315295,18999,National
315299,31888,National
315302,19995,National
315309,32625,National
315316,13999,National
315317,31500,National
315320,25988,National
315323,29800,National
315324,29745,National
315328,32495,National
315331,22995,National
315332,32388,National
315333,23995,National
315334,12995,National
315342,31999,National
315344,31815,National
315350,29788,National
315352,27500,National
315353,18995,National
315363,22588,National
315365,30680,National
315366,32497,National
315370,31995,National
315371,25999,National
315387,32100,National
315392,29991,National
315393,31997,National
315396,14998,National
315398,29440,National
315399,18700,National
315407,13991,National
315412,31000,National
315415,29599,National
315418,29997,National
315420,27359,National
315423,10995,National
315425,32977,National
315428,11990,National
315429,32983,National
315435,31550,National
315440,29450,National
315441,22990,National
315442,29995,National
315443,24473,National
315445,10995,National
315447,31980,National
315450,29500,National
315451,26999,National
315453,28995,National
315454,28500,National
315455,29991,National
315456,32717,National
315457,32248,National
315459,27149,National
315465,23400,National
315469,29865,National
315471,29000,National
315476,17999,National
315480,32991,National
315482,21426,National
315483,30950,National
315488,16999,National
315490,29895,National
315492,31698,National
315497,20977,National
315502,24996,National
315506,31998,National
315508,31000,National
315514,30199,National
315517,31785,National
315526,19999,National
315527,29995,National
315529,26107,National
315533,30900,National
315534,25620,National
315535,28500,National
315536,27671,National
315539,32900,National
315541,17980,National
315542,28406,National
315545,32500,National
315546,28985,National
315550,30996,National
315551,33743,National
315554,33895,National
315557,7800,National
315558,30250,National
315559,3499,National
315560,31991,National
315562,31750,National
315565,31650,National
315571,23995,National
315572,33855,National
315575,32503,National
315577,28893,National
315581,29979,National
315582,30288,National
315588,23600,National
315591,24995,National
315600,22490,National
315605,23950,National
315613,19288,National
315614,30500,National
315615,33442,National
315619,30500,National
315624,29995,National
315627,31495,National
315628,34499,National
315630,32992,National
315633,24515,National
315639,30895,National
315640,31990,National
315642,22495,National
315643,26940,National
315644,31978,National
315646,28999,National
315648,30990,National
315650,23497,National
315651,24000,National
315652,14900,National
315655,21999,National
315656,32950,National
315657,31089,National
315662,24950,National
315663,23989,National
315667,31292,National
315670,23625,National
315671,30942,National
315674,29200,National
315677,29835,National
315679,26215,National
315682,32993,National
315683,19990,National
315691,31500,National
315696,14995,National
315697,28519,National
315701,23481,National
315702,32495,National
315704,30721,National
315706,26922,National
315710,33988,National
315713,32691,National
315716,21990,National
315728,8995,National
315730,27977,National
315731,32811,National
315732,29500,National
315742,29900,National
315751,17395,National
315759,32995,National
315761,30492,National
315762,29998,National
315764,32555,National
315766,28799,National
315774,17500,National
315775,30495,National
315781,29888,National
315784,26995,National
315785,29099,National
315786,24288,National
315791,11990,National
315793,31777,National
315795,29500,National
315796,9999,National
315798,30995,National
315803,25500,National
315805,30177,National
315810,14999,National
315812,32900,National
315813,25977,National
315814,23995,National
315820,28416,National
315824,20400,National
315833,27695,National
315834,26354,National
315836,32000,National
315837,30000,National
315840,25995,National
315843,19999,National
315845,23995,National
315848,33995,National
315850,32500,National
315851,28999,National
315854,32115,National
315855,31900,National
315856,26973,National
315858,27900,National
315862,20904,National
315863,32115,National
315867,15833,National
315870,19975,National
315874,30777,National
315875,28755,National
315877,29981,National
315878,8995,National
315884,23444,National
315892,29975,National
315894,33395,National
315895,30995,National
315897,30977,National
315898,29999,National
315916,29000,National
315920,32995,National
315922,30888,National
315923,31995,National
315925,30999,National
315944,28714,National
315945,21968,National
315948,24987,National
315950,27990,National
315953,31900,National
315954,22995,National
315958,30150,National
315965,21999,National
315967,31650,National
315971,34474,National
315976,28784,National
315978,29749,National
315979,34486,National
315983,29497,National
315992,28983,National
315997,28785,National
315998,32783,National
316000,31595,National
316001,32994,National
316002,24949,National
316003,29795,National
316005,32499,National
316007,23488,National
316009,33988,National
316011,31604,National
316017,23948,National
316018,29999,National
316019,26977,National
316021,32888,National
316031,25987,National
316035,22991,National
316037,32995,National
316038,29794,National
316041,30991,National
316042,23972,National
316053,23920,National
316058,24500,National
316065,28988,National
316066,25995,National
316071,6766,National
316072,26991,National
316074,24999,National
316076,32933,National
316079,24995,National
316080,31990,National
316081,30981,National
316082,29000,National
316090,29988,National
316092,28489,National
316094,33991,National
316095,16489,National
316096,31787,National
316097,32195,National
316103,31500,National
316108,27990,National
316109,21000,National
316110,33707,National
316116,29999,National
316123,19999,National
316125,31950,National
316127,28991,National
316129,31974,National
316139,28891,National
316141,32995,National
316143,29490,National
316144,14950,National
316145,22985,National
316154,29795,National
316156,25783,National
316158,29995,National
316168,25351,National
316177,21973,National
316181,17350,National
316187,23000,National
316188,30950,National
316196,29699,National
316197,29995,National
316201,33000,National
316203,32983,National
316204,31995,National
316210,32990,National
316213,29488,National
316215,27995,National
316216,29931,National
316223,32444,National
316225,21960,National
316229,30993,National
316230,31991,National
316233,33477,National
316234,31995,National
316243,30500,National
316245,31995,National
316247,31900,National
316250,22842,National
316255,33895,National
316260,30608,National
316264,31900,National
316265,32925,National
316269,30500,National
316271,33987,National
316277,31984,National
316279,19200,National
316284,16980,National
316285,33900,National
316292,31460,National
316293,24985,National
316297,22399,National
316298,29824,National
316300,28698,National
316308,31995,National
316310,32250,National
316311,31978,National
316312,33986,National
316314,5800,National
316319,32995,National
316320,29990,National
316326,21990,National
316327,29500,National
316334,23963,National
316338,22900,National
316339,28000,National
316340,25943,National
316341,32629,National
316347,30840,National
316350,32988,National
316354,33595,National
316359,31490,National
316366,21852,National
316368,28900,National
316370,25995,National
316385,31324,National
316390,33000,National
316391,30990,National
316392,32995,National
316394,24253,National
316397,30988,National
316398,17499,National
316402,16590,National
316408,31788,National
316416,22000,National
316418,25495,National
316422,30995,National
316423,26911,National
316424,18953,National
316426,32915,National
316428,31977,National
316431,28932,National
316433,31495,National
316435,31997,National
316436,32303,National
316440,25313,National
316442,30800,National
316445,29400,National
316446,31999,National
316453,31880,National
316455,31488,National
316457,29990,National
316458,22970,National
316461,33850,National
316463,31846,National
316465,19999,National
316472,29998,National
316477,26584,National
316479,34000,National
316480,9992,National
316483,31409,National
316488,32988,National
316500,18995,National
316502,24250,National
316508,31460,National
316512,27395,National
316515,32075,National
316516,16995,National
316517,33696,National
316518,29750,National
316526,22288,National
316528,29980,National
316533,31000,National
316535,35000,National
316536,31299,National
316537,30451,National
316539,31677,National
316541,26249,National
316542,20248,National
316552,29545,National
316558,33399,National
316562,21265,National
316569,25305,National
316570,31990,National
316578,29989,National
316580,27930,National
316581,32991,National
316582,28000,National
316583,28500,National
316588,30491,National
316590,26997,National
316591,31857,National
316592,30990,National
316594,29395,National
316598,31991,National
316603,26495,National
316605,15950,National
316611,27399,National
316612,32970,National
316616,31207,National
316619,30492,National
316627,31988,National
316630,28664,National
316632,32915,National
316634,29999,National
316637,19987,National
316638,28497,National
316639,32999,National
316642,25249,National
316645,30985,National
316646,30348,National
316651,30995,National
316655,24788,National
316656,28499,National
316658,30991,National
316668,24574,National
316669,32998,National
316670,34599,National
316671,24808,National
316672,30988,National
316675,21997,National
316681,18900,National
316684,29987,National
316685,16950,National
316686,33497,National
316687,31995,National
316688,27599,National
316704,32295,National
316705,23923,National
316707,33800,National
316710,31500,National
316711,21446,National
316712,14900,National
316713,29194,National
316714,27551,National
316721,24990,National
316725,27549,National
316726,31998,National
316732,32915,National
316737,32750,National
316738,25994,National
316740,27995,National
316743,26980,National
316744,30988,National
316750,29488,National
316751,20987,National
316753,33492,National
316754,24400,National
316756,18195,National
316759,32000,National
316761,28998,National
316763,29989,National
316766,28849,National
316769,32950,National
316770,30892,National
316772,31789,National
316780,32441,National
316781,9995,National
316783,12995,National
316790,27535,National
316795,21988,National
316798,21972,National
316799,27901,National
316803,29974,National
316806,31000,National
316808,33495,National
316809,34885,National
316814,33988,National
316815,16596,National
316816,32889,National
316817,33092,National
316822,26000,National
316824,32500,National
316827,29991,National
316832,24000,National
316835,30995,National
316837,9995,National
316839,30688,National
316852,20000,National
316860,32497,National
316863,30194,National
316867,28775,National
316869,32000,National
316871,30999,National
316876,32989,National
316877,30995,National
316879,31685,National
316881,33532,National
316884,7495,National
316887,31895,National
316888,30000,National
316890,27995,National
316891,34235,National
316897,26990,National
316904,28995,National
316905,30251,National
316909,28792,National
316914,25249,National
316917,28989,National
316918,24222,National
316921,23514,National
316923,32291,National
316925,30796,National
316926,29999,National
316928,34637,National
316929,9999,National
316932,27696,National
316937,31400,National
316941,31993,National
316944,29500,National
316945,22708,National
316946,33895,National
316948,29500,National
316949,29780,National
316951,31995,National
316956,33000,National
316958,17495,National
316959,30500,National
316960,22951,National
316963,25313,National
316964,31988,National
316969,32962,National
316973,23065,National
316980,31993,National
316981,30650,National
316985,30658,National
316986,8995,National
316989,28495,National
316991,27995,National
316992,32777,National
316995,26995,National
316997,22987,National
317000,17964,National
317001,29995,National
317006,29399,National
317010,22718,National
317016,33801,National
317019,27969,National
317026,30995,National
317035,26995,National
317037,28600,National
317040,29900,National
317052,6999,National
317053,19900,National
317054,29995,National
317056,32495,National
317057,32589,National
317059,31994,National
317060,29984,National
317062,28988,National
317067,26487,National
317069,27985,National
317071,31914,National
317072,27981,National
317073,29999,National
317075,26800,National
317076,23750,National
317079,25999,National
317081,30998,National
317084,34700,National
317085,28000,National
317086,32790,National
317089,31500,National
317091,32500,National
317094,23993,National
317095,34830,National
317098,32990,National
317100,30605,National
317102,31749,National
317104,27750,National
317112,24999,National
317114,27998,National
317126,26905,National
317127,32888,National
317128,20568,National
317129,21900,National
317130,31900,National
317131,34800,National
317133,25995,National
317136,30998,National
317138,25999,National
317139,34998,National
317140,26193,National
317141,25997,National
317143,25995,National
317145,25990,National
317149,32170,National
317151,20999,National
317152,32859,National
317156,21000,National
317159,29993,National
317160,31926,National
317163,32500,National
317167,33414,National
317171,17999,National
317173,23900,National
317180,26500,National
317182,32988,National
317183,11600,National
317184,28990,National
317194,27899,National
317195,32977,National
317197,31354,National
317199,30288,National
317200,33877,National
317201,30445,National
317202,23000,National
317209,33414,National
317214,24803,National
317216,31999,National
317222,24943,National
317225,25800,National
317233,22976,National
317234,18995,National
317235,18995,National
317237,30995,National
317241,31200,National
317246,33803,National
317255,13987,National
317257,27664,National
317264,23640,National
317267,26000,National
317270,21750,National
317271,25287,National
317272,26091,National
317273,32689,National
317283,26995,National
317288,7995,National
317290,26246,National
317291,29959,National
317293,3995,National
317296,24495,National
317299,24980,National
317303,26985,National
317306,24995,National
317307,18688,National
317308,27991,National
317313,32977,National
317315,30944,National
317317,31491,National
317325,30548,National
317326,33195,National
317327,33000,National
317330,20490,National
317333,27599,National
317334,29995,National
317337,30267,National
317340,27998,National
317341,32839,National
317343,32977,National
317347,33477,National
317349,28991,National
317355,31000,National
317356,27995,National
317361,31591,National
317365,30491,National
317374,25895,National
317375,28480,National
317377,31000,National
317378,25495,National
317382,28947,National
317385,31999,National
317386,27790,National
317394,21991,National
317395,27000,National
317400,31990,National
317412,26995,National
317413,33977,National
317415,29995,National
317417,29998,National
317419,30988,National
317420,32915,National
317422,31785,National
317423,29000,National
317425,20678,National
317427,24995,National
317429,27345,National
317432,7491,National
317435,24700,National
317436,29999,National
317442,24900,National
317446,33800,National
317449,28995,National
317452,24700,National
317454,32915,National
317460,23997,National
317461,22318,National
317464,28944,National
317468,34000,National
317475,28599,National
317479,27995,National
317484,31484,National
317489,34500,National
317490,25977,National
317491,32700,National
317492,26995,National
317500,22901,National
317501,31500,National
317511,31999,National
317513,30490,National
317517,30993,National
317522,32915,National
317525,32381,National
317527,27995,National
317528,27993,National
317536,31600,National
317543,29998,National
317545,33492,National
317551,7679,National
317554,29898,National
317555,22995,National
317557,35000,National
317560,26995,National
317561,32995,National
317567,25995,National
317568,15999,National
317576,27000,National
317584,32915,National
317588,29997,National
317591,31524,National
317592,21988,National
317593,23999,National
317596,21992,National
317597,16988,National
317599,29998,National
317602,32730,National
317606,29500,National
317610,24990,National
317611,21999,National
317612,32875,National
317618,33992,National
317624,24933,National
317627,31522,National
317637,34583,National
317640,33990,National
317641,34500,National
317642,34115,National
317644,30995,National
317652,29944,National
317654,24900,National
317655,30944,National
317657,29991,National
317661,31800,National
317670,34890,National
317673,16995,National
317679,34999,National
317680,25995,National
317682,26000,National
317684,19995,National
317686,29890,National
317689,23995,National
317692,31900,National
317693,29588,National
317698,29988,National
317703,31995,National
317704,14995,National
317706,29895,National
317707,33999,National
317714,29971,National
317718,32557,National
317725,25991,National
317729,33191,National
317731,34599,National
317732,32977,National
317735,32750,National
317738,31250,National
317740,29988,National
317741,28500,National
317742,31995,National
317743,19900,National
317744,25500,National
317747,30989,National
317752,31194,National
317754,18298,National
317756,32989,National
317760,18980,National
317762,26975,National
317766,33250,National
317770,26995,National
317777,8998,National
317787,22988,National
317789,19995,National
317798,24999,National
317801,35100,National
317806,30855,National
317809,32500,National
317815,21995,National
317817,33697,National
317818,22000,National
317819,34987,National
317820,25991,National
317822,32921,National
317823,30790,National
317825,33149,National
317826,30995,National
317828,9500,National
317831,25995,National
317832,27995,National
317834,28990,National
317835,30699,National
317836,21973,National
317838,28795,National
317839,30585,National
317842,24999,National
317854,31911,National
317856,32359,National
317859,29000,National
317862,33267,National
317863,30992,National
317864,28995,National
317867,32995,National
317869,30900,National
317874,33900,National
317875,31767,National
317876,27408,National
317877,30912,National
317879,32490,National
317885,31995,National
317892,32368,National
317894,32887,National
317898,22900,National
317902,25807,National
317908,29300,National
317909,12999,National
317914,34175,National
317915,33877,National
317919,27991,National
317923,2895,National
317926,18975,National
317931,27901,National
317934,30998,National
317935,26599,National
317941,31995,National
317942,31998,National
317948,13999,National
317950,19975,National
317951,32599,National
317957,32495,National
317958,25450,National
317965,26999,National
317972,32900,National
317975,33150,National
317978,28895,National
317983,32500,National
317996,30999,National
318001,32963,National
318003,29979,National
318004,21699,National
318013,32500,National
318014,33995,National
318022,21989,National
318027,9995,National
318032,26000,National
318035,29944,National
318039,22750,National
318041,25980,National
318046,28990,National
318047,20990,National
318050,30500,National
318056,29995,National
318057,31979,National
318058,15795,National
318060,31374,National
318063,33995,National
318066,23995,National
318069,33499,National
318072,30000,National
318074,34943,National
318075,12795,National
318078,32000,National
318082,31710,National
318084,29799,National
318085,33985,National
318088,28996,National
318089,25000,National
318095,31795,National
318100,32318,National
318106,30880,National
318107,33250,National
318108,25944,National
318109,32000,National
318110,32977,National
318111,24440,National
318115,29900,National
318124,29677,National
318129,32650,National
318134,30995,National
318138,28900,National
318139,27991,National
318141,33973,National
318145,28052,National
318150,27990,National
318152,28995,National
318154,17990,National
318155,31524,National
318159,31995,National
318161,32400,National
318162,34389,National
318164,19860,National
318165,31999,National
318167,33000,National
318172,29875,National
318177,22985,National
318179,33944,National
318180,34497,National
